Question no,Question,Answer_x,Section,Unnamed: 0,topic_id,filename,header,section_text,Fold,Fact,Declined_to_answer_on_train_fold_one,Answer_on_train_fold_one,Declined_to_answer_on_train_fold_two,Answer_on_train_fold_two
127,Wat zijn de mogelijke bijwerkingen van allopurinol?,"Bijwerkingen van allopurinol kunnen optreden, waaronder maag-darmklachten, allergische huidreacties, verminderde aanmaak van bloedcellen, verstoring van de leverwerking, en ernstige overgevoeligheidsreacties.","Allopurinol --- Mogelijke bijwerkingen allopurinol --- Bijwerkingen kunnen optreden. Meest voorkomend 
- Maag-darmklachten zoals een vol gevoel, misselijkheid en braken, of diarree. Dit kan verminderen door de tabletten in te nemen na de maaltijd. 
- Allergische huidreacties. Stop de allopurinol in dat geval. Soms/zelden voorkomend 
- Verminderde aanmaak van bloedcellen. 
- Verstoring van de lever werking. 
- Ernstige overgevoeligheidsreacties.",441,13,Allopurinol,Mogelijke bijwerkingen allopurinol,"Bijwerkingen kunnen optreden. Meest voorkomend 
- Maag-darmklachten zoals een vol gevoel, misselijkheid en braken, of diarree. Dit kan verminderen door de tabletten in te nemen na de maaltijd. 
- Allergische huidreacties. Stop de allopurinol in dat geval. Soms/zelden voorkomend 
- Verminderde aanmaak van bloedcellen. 
- Verstoring van de lever werking. 
- Ernstige overgevoeligheidsreacties.",train_fold_two,,TRUE,This document does not answer the question,,"De mogelijke bijwerkingen van allopurinol zijn maag-darmklachten zoals een vol gevoel, misselijkheid en braken, of diarree. Als u deze bijwerkingen ervaart, kunt u proberen de tabletten na de maaltijd in te nemen om de klachten te verminderen. Daarnaast kunnen er allergische huidreacties optreden. In dat geval moet u stoppen met het gebruik van allopurinol. Er zijn ook zeldzamere bijwerkingen zoals een verminderde aanmaak van bloedcellen, verstoring van de leverwerking en ernstige overgevoeligheidsreacties. Als u last heeft van deze bijwerkingen, is het belangrijk om dit te melden aan uw huisarts, specialist of trombosedienst. "
128,Wat zijn de verschillende klachten die verband houden met ontlasting bij vrouwen?,"Enkele klachten die verband houden met ontlasting bij vrouwen zijn onder meer verlies van ontlasting, hevige aandrang voor ontlasting, het niet kunnen ophouden van windjes, obstipatie, ontlasting niet goed kwijtraken, loze aandrang en jeuk bij de anus.","Bekkenbodem problemen bij de vrouw --- Klachten met ontlasting --- Er zijn verschillende klachten die met de ontlasting te maken hebben, zoals: 
- verlies van ontlasting; 
- hevige aandrang voor ontlasting, niet kunnen uitstellen; 
- het niet kunnen ophouden van windjes; 
- obstipatie; 
- ontlasting niet goed kwijtraken; 
- loze aandrang; 
- jeuk bij de anus.",443,13,Bekkenbodem problemen bij de vrouw,Klachten met ontlasting,"Er zijn verschillende klachten die met de ontlasting te maken hebben, zoals: 
- verlies van ontlasting; 
- hevige aandrang voor ontlasting, niet kunnen uitstellen; 
- het niet kunnen ophouden van windjes; 
- obstipatie; 
- ontlasting niet goed kwijtraken; 
- loze aandrang; 
- jeuk bij de anus.",train_fold_two,,TRUE,This document does not answer the question,TRUE,This document does not answer the question
129,Wat is het mogelijke effect van een borstoperatie met prothese op het neusslijmvlies?,"Bijwerkingen kunnen zijn: irritatie van het neusslijmvlies, jeuk, branderigheid, prikkelende pijn en roodheid.","Borstoperatie met prothese --- Bijwerkingen --- Bijwerkingen kunnen zijn: irritatie van het neusslijmvlies, jeuk, branderigheid, prikkelende pijn en roodheid.",442,13,Borstoperatie met prothese,Bijwerkingen,"Bijwerkingen kunnen zijn: irritatie van het neusslijmvlies, jeuk, branderigheid, prikkelende pijn en roodheid.",train_fold_two,,TRUE,This document does not answer the question,TRUE,This document does not answer the question.
130,Wat is coma?,Coma is een toestand van diepe bewusteloosheid waaruit iemand niet kan worden wakker gemaakt.,"Coma hepaticum --- Coma --- Coma is een toestand van diepe bewusteloosheid waaruit iemand niet kan worden wakker gemaakt. Het kan meerdere oorzaken hebben, zoals een forse klap op de schedel, te hoge of te lage bloedsuikers, of alcoholmisbruik. Levercoma is een coma dat wordt veroorzaakt door een falende lever. Bepaalde schadelijke stoffen die normaal gesproken door de lever uit het bloed verwijderd worden, bereiken nu de hersenen en beschadigen deze. Dit wordt ook wel encefalopathie genoemd; aantasting van de hersenfuncties.",433,13,Coma hepaticum,Coma,"Coma is een toestand van diepe bewusteloosheid waaruit iemand niet kan worden wakker gemaakt. Het kan meerdere oorzaken hebben, zoals een forse klap op de schedel, te hoge of te lage bloedsuikers, of alcoholmisbruik. Levercoma is een coma dat wordt veroorzaakt door een falende lever. Bepaalde schadelijke stoffen die normaal gesproken door de lever uit het bloed verwijderd worden, bereiken nu de hersenen en beschadigen deze. Dit wordt ook wel encefalopathie genoemd; aantasting van de hersenfuncties.",train_fold_two,,TRUE,This document does not answer the question,,
132,Wat zijn de meest voorkomende klachten bij functionele maagklachten?,"De meest voorkomende klachten bij functionele maagklachten zijn pijn in de bovenbuik, misselijkheid, opboeren en oprispingen, een opgeblazen gevoel, snel een vol gevoel hebben, een vieze smaak in de mond/slechte adem, en bij bukken of liggen kan er maagzuur terugstromen.","Functionele maagklachten --- Klachten bij functionele maagklachten --- - Pijn in de bovenbuik; 
- Misselijkheid; 
- Opboeren en oprispingen; 
- Een opgeblazen gevoel; 
- Snel een vol gevoel hebben; 
- Vieze smaak in de mond/slechte adem; 
- Bij bukken of liggen terugstromen van het maagzuur; 
- Soms braken.",444,13,Functionele maagklachten,Klachten bij functionele maagklachten,"- Pijn in de bovenbuik; 
- Misselijkheid; 
- Opboeren en oprispingen; 
- Een opgeblazen gevoel; 
- Snel een vol gevoel hebben; 
- Vieze smaak in de mond/slechte adem; 
- Bij bukken of liggen terugstromen van het maagzuur; 
- Soms braken.",train_fold_two,,TRUE,This document does not answer the question.,,"The usual symptoms of functional gastric complaints include pain in the upper abdomen, nausea, belching and regurgitation, bloating, feeling full quickly, bad taste in the mouth or bad breath, reflux when bending over or lying down, and sometimes vomiting. The best treatment for functional gastric complaints depends on the individual case and may include lifestyle changes, such as eating smaller meals and avoiding trigger foods, as well as medication to reduce symptoms. It is recommended to consult with a healthcare professional for a personalized treatment plan."
139,Wat is een veelvoorkomende allergische reactie op clioquinol?,Clioquinol overgevoeligheid laat een allergische contact dermatitis zien.,"Clioquinol --- Wat zijn de verschijnselen bij een clioquinol allergie? --- Clioquinol overgevoeligheid laat een allergische contact dermatitis zien. De kwaal waarvoor het middel gebruikt wordt laat dan geen verbetering, soms juist een verslechtering, zien. Er kan toegenomen irritatie optreden met roodheid, jeuk en een branderig gevoel rond het geïnfecteerde gebied.",447,14,Clioquinol,Wat zijn de verschijnselen bij een clioquinol allergie?,"Clioquinol overgevoeligheid laat een allergische contact dermatitis zien. De kwaal waarvoor het middel gebruikt wordt laat dan geen verbetering, soms juist een verslechtering, zien. Er kan toegenomen irritatie optreden met roodheid, jeuk en een branderig gevoel rond het geïnfecteerde gebied.",train_fold_two,,TRUE,This document does not answer the question,,"Een allergische reactie op clioquinol kan symptomen veroorzaken zoals roodheid, jeuk en een branderig gevoel rond het geïnfecteerde gebied. Deze reactie kan behandeld worden zoals elke acute dermatitis of acuut eczeem, wat onder andere kan inhouden het vermijden van de crème/zalf waar u allergisch voor bent, het gebruik van crèmes/zalven met corticosteroïden en kalmerende/verzachtende crèmes/zalven, en behandeling van een eventuele secundaire bacteriële infectie."
142,Hoe worden allergische reacties tijdens het inlopen van het Infliximab infuus behandeld?,Allergische reacties tijdens het inlopen van het Infliximab infuus kunnen meestal worden behandeld door het infuus langzamer toe te dienen of tijdelijk te stoppen. Soms zijn medicijnen zoals Prednisolon en/of een antihistaminicum nodig om de reactie te behandelen.,"Infliximab bij IBD --- Bijwerkingen --- Meest voorkomend: 
- Allergische reacties, zoals huiduitslag, jeuk, rillingen, kortademigheid en lagere bloeddruk tijdens het inlopen van het Infliximab infuus. Dit kan meestal worden behandeld door het infuus langzamer toe te dienen of tijdelijk te stoppen. Soms is het nodig om medicijnen zoals Prednisolon en/of een antihistaminicum te geven om deze allergische reactie te behandelen. Een volgende keer worden deze medicijnen dan preventief gegeven om herhaling van klachten te voorkomen. Meestal zijn de klachten echter mild en kan de behandeling worden voortgezet. 
- Milde infecties zoals verkoudheid en griep. 
- Hoofdpijn, huiduitslag (netelroos), misselijkheid en diarree. Zelden: 
- Tijdens gebruik van Infliximab kan bij patiënten die lijden aan ernstig hartfalen verslechtering in de hartfunctie optreden. Infliximab wordt daarom niet gegeven bij ernstig hartfalen. Bij mild hartfalen zal de medisch specialist goed controleren of er geen verslechtering in de hartfunctie optreedt. 
- Tijdens behandeling zijn ernstige infecties beschreven. Als u klachten of symptomen hebt die kunnen passen bij een ernstige infectie, zoals koorts, ernstige kortademigheid of hoesten, raadpleeg dan uw medisch specialist. Zeer zelden: 
- Tijdens anti TNF-behandeling kunnen andere auto-immuunziekten ontstaan. Zeer zelden bijvoorbeeld multiple sclerose (MS). Meld tintelingen, krachtsverlies of slechter zien aan uw medisch specialist.",460,14,Infliximab bij IBD,Bijwerkingen,"Meest voorkomend: 
- Allergische reacties, zoals huiduitslag, jeuk, rillingen, kortademigheid en lagere bloeddruk tijdens het inlopen van het Infliximab infuus. Dit kan meestal worden behandeld door het infuus langzamer toe te dienen of tijdelijk te stoppen. Soms is het nodig om medicijnen zoals Prednisolon en/of een antihistaminicum te geven om deze allergische reactie te behandelen. Een volgende keer worden deze medicijnen dan preventief gegeven om herhaling van klachten te voorkomen. Meestal zijn de klachten echter mild en kan de behandeling worden voortgezet. 
- Milde infecties zoals verkoudheid en griep. 
- Hoofdpijn, huiduitslag (netelroos), misselijkheid en diarree. Zelden: 
- Tijdens gebruik van Infliximab kan bij patiënten die lijden aan ernstig hartfalen verslechtering in de hartfunctie optreden. Infliximab wordt daarom niet gegeven bij ernstig hartfalen. Bij mild hartfalen zal de medisch specialist goed controleren of er geen verslechtering in de hartfunctie optreedt. 
- Tijdens behandeling zijn ernstige infecties beschreven. Als u klachten of symptomen hebt die kunnen passen bij een ernstige infectie, zoals koorts, ernstige kortademigheid of hoesten, raadpleeg dan uw medisch specialist. Zeer zelden: 
- Tijdens anti TNF-behandeling kunnen andere auto-immuunziekten ontstaan. Zeer zelden bijvoorbeeld multiple sclerose (MS). Meld tintelingen, krachtsverlies of slechter zien aan uw medisch specialist.",train_fold_two,,TRUE,This document does not answer the question,,Het ZGT kan ervoor zorgen dat patiënten zo min mogelijk last hebben van allergische reacties tijdens het toedienen van het Infliximab infuus door het infuus langzamer toe te dienen of tijdelijk te stoppen als er allergische reacties optreden. Daarnaast kunnen zij medicijnen zoals Prednisolon en/of een antihistaminicum geven om de allergische reactie te behandelen. In sommige gevallen worden deze medicijnen preventief gegeven om herhaling van klachten te voorkomen. Het is belangrijk om te vermelden dat de meeste klachten echter mild zijn en de behandeling kan worden voortgezet.
149,Wat zijn de verschijnselen van een wolalcohol allergie?,Bij een wolalcohol allergie ziet men vaak een allergische contact dermatitis. Dit uit zich in een karakteristieke uitslag in het gezicht en op handen en armen.,Wolalcoholen --- Wat zijn de verschijnselen bij een wolalcohol allergie? --- Vaak ziet men een allergische contact dermatitis. De uitslag is karakteristiek aanwezig in het gezicht en op handen en armen. Binnen enkele uren na het contact kan er ook zwelling en roodheid ontstaan in het aangedane gebied. De uitslag kan tot 1 à 2 dagen na het contact verschijnen.,459,14,Wolalcoholen,Wat zijn de verschijnselen bij een wolalcohol allergie?,Vaak ziet men een allergische contact dermatitis. De uitslag is karakteristiek aanwezig in het gezicht en op handen en armen. Binnen enkele uren na het contact kan er ook zwelling en roodheid ontstaan in het aangedane gebied. De uitslag kan tot 1 à 2 dagen na het contact verschijnen.,train_fold_two,,TRUE,This document does not answer the question,,Vaak ziet men een allergische contact dermatitis bij een wolalcohol allergie. De uitslag is karakteristiek aanwezig in het gezicht en op handen en armen. Binnen enkele uren na het contact kan er ook zwelling en roodheid ontstaan in het aangedane gebied. De uitslag kan tot 1 à 2 dagen na het contact verschijnen.
152,Mag ik na het verdwijnen van de hechtingen weer baden?,"Ja, na het verdwijnen van de hechtingen mag u weer baden.","Male sling --- Leefregels --- - U mag thuis gewoon douchen. Na het verdwijnen van de hechtingen mag u weer baden; 
- De eerste vier weken geen zware lichamelijke arbeid verrichten; 
- De eerste vier weken niet sporten/fietsen en geen geslachtsgemeenschap.",473,15,Male sling,Leefregels,"- U mag thuis gewoon douchen. Na het verdwijnen van de hechtingen mag u weer baden; 
- De eerste vier weken geen zware lichamelijke arbeid verrichten; 
- De eerste vier weken niet sporten/fietsen en geen geslachtsgemeenschap.",train_fold_two,,,De hechtpleisters kunnen na 10 -12 dagen zelf onder douche verwijderd worden of eerder als ze al loslaten. Na het verwijderen van de hechtpleisters kunt u weer baden. ,TRUE,This document does not answer the question
160,Wat is het advies met betrekking tot werk na een operatie aan het oor?,Na één week mag u weer werken en na twee weken kunt u weer sporten.,Operaties aan het oor --- Werk/sport --- Na één week mag u weer werken. Sport kunt u na twee weken weer hervatten.,489,16,Operaties aan het oor,Werk/sport,Na één week mag u weer werken. Sport kunt u na twee weken weer hervatten.,train_fold_two,,TRUE,This document does not answer the question,,Na één week mag u weer werken.
161,Wanneer kunt u beginnen met de oefening om de elleboog te buigen en strekken?,"U kunt met deze oefening beginnen na 1 week, als de pijn dit toelaat.","Radiuskop en -hals, gebroken (VFC, Virtual Fracture Care) --- Buigen en strekken van de elleboog --- Bij deze oefening buigt en strekt u de elleboog. U kunt met deze oefening na 1 week beginnen, als de pijn dit toelaat.",496,16,"Radiuskop en -hals, gebroken (VFC, Virtual Fracture Care)",Buigen en strekken van de elleboog,"Bij deze oefening buigt en strekt u de elleboog. U kunt met deze oefening na 1 week beginnen, als de pijn dit toelaat.",train_fold_two,,TRUE,This document does not answer the question,TRUE,This document does not answer the question
162,Mag ik mijn armen boven schouderhoogte heffen tijdens de eerste twee weken na een lumpectomie bij borstkanker?,"Nee, u moet uw armen niet boven schouderhoogte heffen tijdens de eerste twee weken na een lumpectomie bij borstkanker.","Reconstructie na lumpectomie bij borstkanker --- Leefregels --- U mag direct beginnen met oefenen, hef echter uw armen de eerste twee weken niet boven schouderhoogte. U oefent op geleide van pijn, zo bepaalt u zelf wat u kunt. Rustig bewegen bevordert de circulatie en de wondgenezing en voorkomt stijfheid. Het mobiel houden van de schouder is belangrijk omdat u tijdens de bestraling uw arm hoog moet leggen. Ook tijdens en na de bestralingsperiode is het wenselijk te blijven oefenen.",498,16,Reconstructie na lumpectomie bij borstkanker,Leefregels,"U mag direct beginnen met oefenen, hef echter uw armen de eerste twee weken niet boven schouderhoogte. U oefent op geleide van pijn, zo bepaalt u zelf wat u kunt. Rustig bewegen bevordert de circulatie en de wondgenezing en voorkomt stijfheid. Het mobiel houden van de schouder is belangrijk omdat u tijdens de bestraling uw arm hoog moet leggen. Ook tijdens en na de bestralingsperiode is het wenselijk te blijven oefenen.",train_fold_two,,TRUE,This document does not answer the question,,
167,Wat moet ik doen voordat ik de spalk was?,"Voordat u de spalk wast, moet u de balein verwijderen. Zie de beschrijving bij de spalk voor meer informatie.",Adviezen voor polsspalk --- Hygiëne --- De spalk kan gewassen worden. De balein dan voor het wassen verwijderen. (zie beschrijving bij de spalk),525,17,Adviezen voor polsspalk,Hygiëne,De spalk kan gewassen worden. De balein dan voor het wassen verwijderen. (zie beschrijving bij de spalk),train_fold_two,,TRUE,This document does not provide the information on how to wash the splint according to the guidelines of ZGT.,,2. Was de spalk volgens de beschrijving die bij de spalk geleverd is.
168,Wat moet ik doen als ik zwanger ben?,"Als je zwanger bent, kun je niet mee naar de operatiekamer om je kind te begeleiden bij het in slaap brengen. Als er geen ouder of verzorger mee gaat, is er een operatieverpleegkundige die je begeleidt tijdens de voorbereiding.","Anesthesie, jongeren (POS) --- De dag van de opname --- Je komt in schone kleding en draagt geen sieraden, piercings, make-up of nagellak. Gel- of acrylnagels mogen blijven zitten, tenzij je aan die hand wordt geopereerd. Waardevolle bezittingen kun je beter thuislaten. Thuis neem je alvast paracetamol zoals afgesproken tijdens het gesprek met de verpleegkundige. Probeer voordat je vertrekt nog naar het toilet te gaan. Op de afdeling krijg je een operatiehemd aan. Je ondergoed mag je aanhouden. Je krijgt eventueel een pleister op je hand/arm geplakt die de huid verdooft. Zo voel je minder van het prikken van het infuus. Er mag een ouder of verzorger met je mee naar de operatiekamer. De ouder of verzorger die bij de toediening van de verdoving/narcose aanwezig is, moet rekening houden met het volgende: 
- Ontbijt ’s morgens goed om te voorkomen dat u onwel wordt. 
- Laat uw sieraden thuis in verband met de hygiëne op de operatiekamer. 
- Trek een broek en dunne trui (zonder col of capuchon) aan en schoenen zonder hoge hakken. In het operatiecomplex moet u namelijk andere kleding over uw eigen kleding aantrekken. 
- Op de operatieafdeling wordt u begeleid door een kinderverpleegkundige. 
- Bent u zwanger? Dan kunt u niet mee naar de operatiekamer om uw kind te begeleiden bij het in slaap brengen. Als er geen ouder of verzorger mee gaat, is er een operatieverpleegkundige die je begeleidt tijdens de voorbereiding. In de voorbereidingskamer krijg je plakkers op je borst/buik die je hartslag en ademhaling meten. Aan je vinger krijg je een klemmetje dat het zuurstofgehalte in je bloed meet. Als je in de operatiekamer komt, mag je plaatsnemen op het operatiebed. Je krijgt warme dekens en wordt aangesloten op de monitor zodat wij tijdens de operatie alles goed in de gaten kunnen houden. De anesthesioloog komt vervolgens bij je om de verdoving en/of narcose te geven.",538,17,"Anesthesie, jongeren (POS)",De dag van de opname,"Je komt in schone kleding en draagt geen sieraden, piercings, make-up of nagellak. Gel- of acrylnagels mogen blijven zitten, tenzij je aan die hand wordt geopereerd. Waardevolle bezittingen kun je beter thuislaten. Thuis neem je alvast paracetamol zoals afgesproken tijdens het gesprek met de verpleegkundige. Probeer voordat je vertrekt nog naar het toilet te gaan. Op de afdeling krijg je een operatiehemd aan. Je ondergoed mag je aanhouden. Je krijgt eventueel een pleister op je hand/arm geplakt die de huid verdooft. Zo voel je minder van het prikken van het infuus. Er mag een ouder of verzorger met je mee naar de operatiekamer. De ouder of verzorger die bij de toediening van de verdoving/narcose aanwezig is, moet rekening houden met het volgende: 
- Ontbijt ’s morgens goed om te voorkomen dat u onwel wordt. 
- Laat uw sieraden thuis in verband met de hygiëne op de operatiekamer. 
- Trek een broek en dunne trui (zonder col of capuchon) aan en schoenen zonder hoge hakken. In het operatiecomplex moet u namelijk andere kleding over uw eigen kleding aantrekken. 
- Op de operatieafdeling wordt u begeleid door een kinderverpleegkundige. 
- Bent u zwanger? Dan kunt u niet mee naar de operatiekamer om uw kind te begeleiden bij het in slaap brengen. Als er geen ouder of verzorger mee gaat, is er een operatieverpleegkundige die je begeleidt tijdens de voorbereiding. In de voorbereidingskamer krijg je plakkers op je borst/buik die je hartslag en ademhaling meten. Aan je vinger krijg je een klemmetje dat het zuurstofgehalte in je bloed meet. Als je in de operatiekamer komt, mag je plaatsnemen op het operatiebed. Je krijgt warme dekens en wordt aangesloten op de monitor zodat wij tijdens de operatie alles goed in de gaten kunnen houden. De anesthesioloog komt vervolgens bij je om de verdoving en/of narcose te geven.",train_fold_two,,,"U kunt als zwangere patiënt de beste zorg krijgen bij ZGT door gebruik te maken van het patiëntenportaal MijnZGT. Via dit portaal kunt u online uw patiëntgegevens controleren, (vervolg)afspraken maken en een vragenformulier invullen. Om in te loggen op het patiëntenportaal heeft u een DigiD nodig, die u kunt aanvragen via de website www.digid.nl. Nadat u bent ingelogd, kunt u via het menu aan de linkerkant van de pagina verschillende acties uitvoeren, zoals het controleren van uw registratiegegevens en het plannen van afspraken bij de polikliniek gynaecologie. Voor spoed of vragen over verzekeringen dient u telefonisch contact op te nemen met de polikliniek. Voor verdere vragen kunt u contact opnemen met de polikliniek gynaecologie via de verstrekte telefoonnummers.",,This document does not answer the question
169,Hoe moet een geïrriteerde insteekopening van een buikkatheter gereinigd worden?,Een geïrriteerde insteekopening moet gereinigd worden met een niet steriel gaasje gedrenkt in lauwwarm water.,"Buikkatheter_ supra pubische katheter --- De verzorging van de buikkatheter --- De buikkatheter moet als volgt verzorgd worden: 
- Dagelijks de insteekopening controleren. Als deze rustig ziet opnieuw afdekken met een splitgaasje. Indien de insteekopening geïrriteerd ziet (roodheid, afscheiding/pus) reinig dan de insteekopening met een niet steriel gaasje gedrenkt in lauwwarm water. De niet steriele gaasjes dient u zelf aan te schaffen. 
- Vervolgens verbinden met splitgaasje en fixeren met een papieren pleister, dit fixeert tevens de buikkatheter.",535,17,Buikkatheter_ supra pubische katheter,De verzorging van de buikkatheter,"De buikkatheter moet als volgt verzorgd worden: 
- Dagelijks de insteekopening controleren. Als deze rustig ziet opnieuw afdekken met een splitgaasje. Indien de insteekopening geïrriteerd ziet (roodheid, afscheiding/pus) reinig dan de insteekopening met een niet steriel gaasje gedrenkt in lauwwarm water. De niet steriele gaasjes dient u zelf aan te schaffen. 
- Vervolgens verbinden met splitgaasje en fixeren met een papieren pleister, dit fixeert tevens de buikkatheter.",train_fold_two,,TRUE,This document does not answer the question,,
171,Kan de Methotrexaat_Metoject ook met een andere spuit of pen gebruikt worden?,"Nee, de Methotrexaat_Metoject moet gebruikt worden met de speciaal daarvoor gevulde spuit of pen.","Methotrexaat_Metoject en spuitinstructie bij IBD --- Benodigde materialen  --- - Medicatieoverzicht; 
- Met MTX gevulde spuit/pen; 
- Pleister; 
- Naaldencontainer; 
- Afvalzakje.",853,17,Methotrexaat_Metoject en spuitinstructie bij IBD,Benodigde materialen ,"- Medicatieoverzicht; 
- Met MTX gevulde spuit/pen; 
- Pleister; 
- Naaldencontainer; 
- Afvalzakje.",train_fold_two,,TRUE,This document does not answer the question,,"De Methotrexaat_Metoject kan op twee manieren toegediend worden: via een spuit of via een pen. Op het gebied van spuiten zijn er spuiten gevuld met MTX die een houdbaarheidsdatum en dosering hebben. Op het gebied van pennen is er de Metoject pen, die gebruikt kan worden door het beschermkapje van de pen af te trekken en vervolgens de pen loodrecht op de huidplooi te plaatsen. Het injecteren gebeurt door de knop boven op de pen in te drukken. Na de injectie schuift de naaldbescherming automatisch over de naald en kan de gehele pen in de naaldencontainer worden gegooid."
175,Wanneer vindt de overdracht plaats?,De overdracht vindt plaats tijdens het laatste consult bij de kindergeneeskunde.,"Diabetes, transitie kinderpoli diabetes naar volwassenpoli diabetes --- Warme overdracht --- Wij bieden patiënten die overkomen van de kindergeneeskunde de mogelijkheid om gebruik te maken van een ‘warme’ overdracht. Dit houdt in dat je bij de overgang naar de volwassenpolikliniek een combinatie afspraak hebt met zowel de kinderdiabetesverpleegkundige als de diabetesverpleegkundige voor volwassenen. Tijdens dit consult vindt een overdracht van zorg plaats en is er gelegenheid de nieuwe diabetesverpleegkundige te leren kennen. Tijdens het laatste consult bij de kindergeneeskunde zal de kinderdiabetesverpleegkundige deze optie aanbieden. Indien je hier geen gebruik van wenst te maken zal de overgang plaatsvinden volgens het reguliere zorgtraject. Dit betekent dat je eerst een afspraak hebt bij de internist en vervolgens een afspraak bij de diabetesverpleegkundige. De overdracht zal plaats vinden door middel van een overdrachtsbrief.",555,18,"Diabetes, transitie kinderpoli diabetes naar volwassenpoli diabetes",Warme overdracht,Wij bieden patiënten die overkomen van de kindergeneeskunde de mogelijkheid om gebruik te maken van een ‘warme’ overdracht. Dit houdt in dat je bij de overgang naar de volwassenpolikliniek een combinatie afspraak hebt met zowel de kinderdiabetesverpleegkundige als de diabetesverpleegkundige voor volwassenen. Tijdens dit consult vindt een overdracht van zorg plaats en is er gelegenheid de nieuwe diabetesverpleegkundige te leren kennen. Tijdens het laatste consult bij de kindergeneeskunde zal de kinderdiabetesverpleegkundige deze optie aanbieden. Indien je hier geen gebruik van wenst te maken zal de overgang plaatsvinden volgens het reguliere zorgtraject. Dit betekent dat je eerst een afspraak hebt bij de internist en vervolgens een afspraak bij de diabetesverpleegkundige. De overdracht zal plaats vinden door middel van een overdrachtsbrief.,train_fold_two,,TRUE,This document does not answer the question,,"De overdracht kan op twee momenten worden gepland: tijdens een combinatie afspraak met zowel de kinderdiabetesverpleegkundige als de diabetesverpleegkundige voor volwassenen, of volgens het reguliere zorgtraject waarbij je eerst een afspraak hebt bij de internist en vervolgens een afspraak bij de diabetesverpleegkundige. "
176,Welke stappen kunnen genomen worden om het bloedglucosegehalte normaal te houden bij diabetes mellitus?,"Om het bloedglucosegehalte normaal te houden bij diabetes mellitus, kunnen de volgende stappen genomen worden: aanpassen van de voeding, eventueel gebruik van bloedglucose verlagende medicatie, een gezond lichaamsgewicht behouden en voldoende beweging.","Koolhydraat variatielijst diabetes mellitus --- Hoe wordt het bloedglucosegehalte normaal --- - Aanpassen van de voeding. 
- Eventueel gebruik van bloedglucose verlagende medicatie (tabletten of insuline). 
- Een gezond lichaamsgewicht (dan werkt de insuline beter). 
- Voldoende beweging (beweging heeft een verlagend effect op uw bloedglucosegehalte).",542,18,Koolhydraat variatielijst diabetes mellitus,Hoe wordt het bloedglucosegehalte normaal,"- Aanpassen van de voeding. 
- Eventueel gebruik van bloedglucose verlagende medicatie (tabletten of insuline). 
- Een gezond lichaamsgewicht (dan werkt de insuline beter). 
- Voldoende beweging (beweging heeft een verlagend effect op uw bloedglucosegehalte).",train_fold_two,,TRUE,This document does not answer the question,,#NAME?
177,Hoeveel vocht zit er in 10 glazen of 12 kopjes?,In 10 glazen of 12 kopjes zit ongeveer 1 ½ liter vocht. Dit is de aanbevolen hoeveelheid vocht die per dag gedronken moet worden om voldoende voedingsvezels te laten werken. Het is belangrijk om hierbij ook te letten op de hoeveelheid vocht die in voedingsmiddelen zoals fruit en groente zit.,"Koolhydraat variatielijst diabetes mellitus --- Vezels --- Voedingsvezels zijn onverteerbare delen van plantaardige voedingsmiddelen. Door voedingsvezels wordt de glucose uit de voeding minder snel in het bloed opgenomen. Hierdoor ontstaan er minder snel pieken van de bloedglucose. Daarnaast zijn voedingsvezels nodig voor een goede darmwerking. Het is daarbij wel van belang om minstens 1 ½ liter per dag te drinken (1 ½ liter zit al in 10 glazen of 12 kopjes). Kies daarom bij elke maaltijd voor producten die vezels bevatten. Voedingsmiddelen waar veel vezels in voorkomen zijn: Bruin,- volkoren,- en roggebrood, volkorenmacaroni, zilvervliesrijst, muesli, noten, fruit, groente en peulvruchten.",549,18,Koolhydraat variatielijst diabetes mellitus,Vezels,"Voedingsvezels zijn onverteerbare delen van plantaardige voedingsmiddelen. Door voedingsvezels wordt de glucose uit de voeding minder snel in het bloed opgenomen. Hierdoor ontstaan er minder snel pieken van de bloedglucose. Daarnaast zijn voedingsvezels nodig voor een goede darmwerking. Het is daarbij wel van belang om minstens 1 ½ liter per dag te drinken (1 ½ liter zit al in 10 glazen of 12 kopjes). Kies daarom bij elke maaltijd voor producten die vezels bevatten. Voedingsmiddelen waar veel vezels in voorkomen zijn: Bruin,- volkoren,- en roggebrood, volkorenmacaroni, zilvervliesrijst, muesli, noten, fruit, groente en peulvruchten.",train_fold_two,,TRUE,This document does not answer the question,,The recommended daily amount of fluid for an average person is at least two liters per day. This can be equivalent to approximately 8 glasses or 4 mugs of water. 
