,Document,Question,Answer,Question-Context N-gram Similarity,Answer-Context N-gram Similarity,TF-IDF,Max TF-IDF
111,Telefoonnummer 06 30 37 73 65 E-mail: secretariaat@schisis-team.nl. Kijk voor meer informatie ook op: www.schisis-team.nl.,Wat is het e-mailadres van Schisis Team?,Het e-mailadres van Schisis Team is secretariaat@schisis-team.nl.,0.0,0.07142857142857142,"[0, 0, 0, 0]",0
112,"Telefoonnummer 088 708 31 20 Secretaresse slaapproblemen: Zij is op maandag, dinsdag en woensdag aanwezig. E-mailadres: kinderslaapcentrum@zgt.nl.",Wat is het telefoonnummer van de secretaris die slaapproblemen behandelt?,Het telefoonnummer van de secretaris die slaapproblemen behandelt is 088 708 31 20.,0.0,0.17647058823529413,"[0, 0, 0, 0, 0]",0
113,"Telefoonnummer 088 708 31 20 Secretaresse slaapproblemen: Zij is op maandag, dinsdag en woensdag aanwezig. E-mailadres: kinderslaapcentrum@zgt.nl.",Op welke dagen is de secretaresse aanwezig?,"De secretaresse is op maandag, dinsdag en woensdag aanwezig.",0.0,0.21428571428571427,"[0, 0, 0, 0, 0]",0
114,"Telefoonnummer 088 708 31 20 Secretaresse slaapproblemen: Zij is op maandag, dinsdag en woensdag aanwezig. E-mailadres: kinderslaapcentrum@zgt.nl.",Wat is het e-mailadres van het kinderslaapcentrum?,Het e-mailadres van het kinderslaapcentrum is kinderslaapcentrum@zgt.nl.,0.07692307692307693,0.14285714285714285,"[0, 0, 0]",0
115,"Telefoonnummer 088 708 31 20 Secretaresse slaapproblemen: Zij is op maandag, dinsdag en woensdag aanwezig. E-mailadres: kinderslaapcentrum@zgt.nl.",Wanneer is de secretaresse bereikbaar?,"De secretaresse is bereikbaar op maandag, dinsdag en woensdag.",0.0,0.13333333333333333,"[0, 0, 0]",0
116,"Mocht u na het lezen van deze informatie nog vragen hebben, stel deze gerust. Wij willen deze graag voor u beantwoorden. Op werkdagen zijn wij tussen 08.00 en 16.30 uur telefonisch bereikbaar via secretariaat urologie: 088 708 33 90.",Wat is het secretariaat urologie en hoe kan ik hen bereiken?,Het secretariaat urologie is het aanspreekpunt voor vragen en informatie over urologische aandoeningen en behandelingen. U kunt hen telefonisch bereiken op werkdagen tussen 08.00 en 16.30 uur via het nummer 088 708 33 90.,0.038461538461538464,0.1794871794871795,"[0, 0, 0, 0, 0]",0
117,"Mocht u na het lezen van deze informatie nog vragen hebben, stel deze gerust. Wij willen deze graag voor u beantwoorden. Op werkdagen zijn wij tussen 08.00 en 16.30 uur telefonisch bereikbaar via secretariaat urologie: 088 708 33 90.",Wanneer is het secretariaat urologie bereikbaar?,Het secretariaat urologie is op werkdagen bereikbaar tussen 08.00 en 16.30 uur.,0.038461538461538464,0.14814814814814814,"[0, 0, 0, 0]",0
118,"Mocht u na het lezen van deze informatie nog vragen hebben, stel deze gerust. Wij willen deze graag voor u beantwoorden. Op werkdagen zijn wij tussen 08.00 en 16.30 uur telefonisch bereikbaar via secretariaat urologie: 088 708 33 90.",Kan ik het secretariaat urologie ook per e-mail bereiken?,"Nee, het secretariaat urologie is alleen telefonisch bereikbaar op werkdagen tussen 08.00 en 16.30 uur.",0.037037037037037035,0.1724137931034483,"[0, 0, 0, 0, 0, 0]",0
119,"Mocht u na het lezen van deze informatie nog vragen hebben, stel deze gerust. Wij willen deze graag voor u beantwoorden. Op werkdagen zijn wij tussen 08.00 en 16.30 uur telefonisch bereikbaar via secretariaat urologie: 088 708 33 90.",Is het secretariaat urologie ook in het weekend bereikbaar?,"Nee, het secretariaat urologie is alleen op werkdagen bereikbaar tussen 08.00 en 16.30 uur.",0.038461538461538464,0.13793103448275862,"[0, 0, 0, 0, 0]",0
120,"U kunt contact leggen met de geestelijk verzorger via de verpleging of via de receptie. De geestelijke verzorging is van 09.00 tot 21.00 uur bereikbaar voor spoedgevallen. U kunt ook zelf contact opnemen met de geestelijk verzorgers door op werkdagen tussen 09.00 en 17.30 uur te bellen, of te mailen.",Op welke tijden kan ik contact opnemen met de geestelijk verzorger?,U kunt contact leggen met de geestelijk verzorger via de verpleging of via de receptie. De geestelijke verzorging is van 09.00 tot 21.00 uur bereikbaar voor spoedgevallen.,0.10714285714285714,0.5769230769230769,"[0, 0, 0, 0, 0, 0, 0]",0
121,"U kunt contact leggen met de geestelijk verzorger via de verpleging of via de receptie. De geestelijke verzorging is van 09.00 tot 21.00 uur bereikbaar voor spoedgevallen. U kunt ook zelf contact opnemen met de geestelijk verzorgers door op werkdagen tussen 09.00 en 17.30 uur te bellen, of te mailen.",Hoe kan ik zelf contact opnemen met een geestelijk verzorger?,"U kunt ook zelf contact opnemen met de geestelijk verzorgers door op werkdagen tussen 09.00 en 17.30 uur te bellen, of te mailen.",0.11538461538461539,0.4230769230769231,"[0, 0, 0, 0, 0]",0
122,"U kunt contact leggen met de geestelijk verzorger via de verpleging of via de receptie. De geestelijke verzorging is van 09.00 tot 21.00 uur bereikbaar voor spoedgevallen. U kunt ook zelf contact opnemen met de geestelijk verzorgers door op werkdagen tussen 09.00 en 17.30 uur te bellen, of te mailen.",Op welke manieren kan ik contact opnemen met een geestelijk verzorger?,"U kunt contact leggen via de verpleging, de receptie of zelf bellen of mailen.",0.10714285714285714,0.13793103448275862,"[0, 0, 0, 0, 0, 0, 0]",0
123,"U kunt contact leggen met de geestelijk verzorger via de verpleging of via de receptie. De geestelijke verzorging is van 09.00 tot 21.00 uur bereikbaar voor spoedgevallen. U kunt ook zelf contact opnemen met de geestelijk verzorgers door op werkdagen tussen 09.00 en 17.30 uur te bellen, of te mailen.",Wanneer is de geestelijke verzorging bereikbaar voor spoedgevallen?,De geestelijke verzorging is van 09.00 tot 21.00 uur bereikbaar voor spoedgevallen.,0.07142857142857142,0.23076923076923078,"[0, 0, 0, 0, 0]",0
124,"U kunt contact leggen met de geestelijk verzorger via de verpleging of via de receptie. De geestelijke verzorging is van 09.00 tot 21.00 uur bereikbaar voor spoedgevallen. U kunt ook zelf contact opnemen met de geestelijk verzorgers door op werkdagen tussen 09.00 en 17.30 uur te bellen, of te mailen.",Wat zijn de openingstijden van de geestelijke verzorging?,De geestelijke verzorging is bereikbaar op werkdagen tussen 09.00 en 17.30 uur.,0.037037037037037035,0.17857142857142858,"[0, 0, 0, 0]",0
125,"U neemt contact op bij: 
- Koorts hoger dan 38.5. 
- Pijn, roodheid, zwelling en lekkage van het wondgebied. 
- Misselijkheidklachten en problemen bij de stoelgang. 
- Bij toenemende pijn in de onderbuik en/of zij. 
- Problemen met urineren, katheteriseren. Tijdens kantooruren belt u naar: 
- Polikliniek urologie Telefoonnummer 088 708 33 90. 
- Casemanager Telefoonnummer 088 708 33 90. Wanneer u belt wordt er een afspraak in de agenda van de casemanager gepland en zij bellen dezelfde dag terug. In zeer dringende gevallen, welke niet kunnen wachten tot de volgende werkdag, kunt u buiten kantoortijden bellen met de Spoedeisende Eerste Hulp. 
- Telefoonnummer 088 708 78 78.",Hoe kan ik een afspraak maken met de casemanager voor problemen met de sonde?,"Om een afspraak te maken met de casemanager voor problemen met de sonde, kunt u tijdens kantooruren bellen naar de polikliniek urologie of naar de casemanager zelf. In dringende gevallen kunt u buiten kantoortijden bellen naar de Spoedeisende Eerste Hulp.",0.0,0.12857142857142856,"[0, 0, 0, 0, 0, 0]",0
126,"U neemt contact op bij: 
- Koorts hoger dan 38.5. 
- Pijn, roodheid, zwelling en lekkage van het wondgebied. 
- Misselijkheidklachten en problemen bij de stoelgang. 
- Bij toenemende pijn in de onderbuik en/of zij. 
- Problemen met urineren, katheteriseren. Tijdens kantooruren belt u naar: 
- Polikliniek urologie Telefoonnummer 088 708 33 90. 
- Casemanager Telefoonnummer 088 708 33 90. Wanneer u belt wordt er een afspraak in de agenda van de casemanager gepland en zij bellen dezelfde dag terug. In zeer dringende gevallen, welke niet kunnen wachten tot de volgende werkdag, kunt u buiten kantoortijden bellen met de Spoedeisende Eerste Hulp. 
- Telefoonnummer 088 708 78 78.",Wat moet ik doen als ik problemen heb met urineren of katheteriseren?,"Als u problemen heeft met urineren of katheteriseren, kunt u contact opnemen met uw casemanager of de Spoedeisende Eerste Hulp bellen als het een dringende situatie betreft.",0.03389830508474576,0.058823529411764705,"[0, 0, 0, 0]",0
127,"Bij vragen of complicaties kunt u tot twee weken na opname tijdens kantooruren contact opnemen met het Ocon, telefoonnummer 088 708 3370. Na twee weken kunt u contact opnemen met de huisartsenpost. Bij zeer dringende gevallen, welke echt niet kunnen wachten tot de volgende dag, kunt u buiten kantoortijd contact opnemen met ZGT, telefoonnummer 088 708 55 60.",Wat moet ik doen als ik vragen of complicaties heb na de opname?,"U kunt tot twee weken na opname tijdens kantooruren contact opnemen met het Ocon, telefoonnummer 088 708 3370.",0.02857142857142857,0.3142857142857143,"[0, 0, 0, 0]",0
128,"Bij vragen of complicaties kunt u tot twee weken na opname tijdens kantooruren contact opnemen met het Ocon, telefoonnummer 088 708 3370. Na twee weken kunt u contact opnemen met de huisartsenpost. Bij zeer dringende gevallen, welke echt niet kunnen wachten tot de volgende dag, kunt u buiten kantoortijd contact opnemen met ZGT, telefoonnummer 088 708 55 60.",Wat moet ik doen als ik vragen of complicaties heb na twee weken na de opname?,U kunt contact opnemen met de huisartsenpost.,0.08571428571428572,0.08823529411764706,"[0, 0, 0, 0, 0, 0]",0
129,"Bij vragen of complicaties kunt u tot twee weken na opname tijdens kantooruren contact opnemen met het Ocon, telefoonnummer 088 708 3370. Na twee weken kunt u contact opnemen met de huisartsenpost. Bij zeer dringende gevallen, welke echt niet kunnen wachten tot de volgende dag, kunt u buiten kantoortijd contact opnemen met ZGT, telefoonnummer 088 708 55 60.",Wat moet ik doen in geval van zeer dringende gevallen?,"U kunt buiten kantoortijd contact opnemen met ZGT, telefoonnummer 088 708 55 60.",0.05714285714285714,0.29411764705882354,"[0, 0, 0, 0, 0]",0
130,"Bij vragen of complicaties kunt u tot twee weken na opname tijdens kantooruren contact opnemen met het Ocon, telefoonnummer 088 708 3370. Na twee weken kunt u contact opnemen met de huisartsenpost. Bij zeer dringende gevallen, welke echt niet kunnen wachten tot de volgende dag, kunt u buiten kantoortijd contact opnemen met ZGT, telefoonnummer 088 708 55 60.",Welk telefoonnummer moet ik bellen als ik vragen of complicaties heb?,"U kunt tijdens kantooruren contact opnemen met het Ocon, telefoonnummer 088 708 3370.",0.02702702702702703,0.19444444444444445,"[0, 0, 0, 0, 0]",0
131,"Bij vragen of complicaties kunt u tot twee weken na opname tijdens kantooruren contact opnemen met het Ocon, telefoonnummer 088 708 3370. Na twee weken kunt u contact opnemen met de huisartsenpost. Bij zeer dringende gevallen, welke echt niet kunnen wachten tot de volgende dag, kunt u buiten kantoortijd contact opnemen met ZGT, telefoonnummer 088 708 55 60.",Wat is het telefoonnummer van ZGT in geval van zeer dringende gevallen?,Het telefoonnummer van ZGT voor zeer dringende gevallen buiten kantoortijd is 088 708 55 60.,0.05405405405405406,0.15789473684210525,"[0, 0, 0, 0, 0, 0, 0]",0
132,"Indien u na ontslag uit het ziekenhuis de volgende klachten krijgt, neem dan contact op met het ziekenhuis. 
- koorts (38,5 oC of hoger) 
- aanhoudende diarree 
- ontlasting die niet op gang komt 
- toenemende buikpijn en of rugpijn 
- braken 
- warme rode wond 
- wanneer er vocht uit uw wond komt kunt u eerst https://www.thuisarts.nl/wonden/er- komt-vocht-uit-mijn-wond raadplegen. 
- komt u er niet uit neem dan contact met ons op. Tijdens kantooruren kunt u contact opnemen met het secretariaat vaatchirurgie van ZGT, telefoonnummer 088 708 52 43. Buiten kantoortijden kunt u bellen met de spoedeisende hulp, telefoonnummer 088 708 78 78.","Wat moet ik doen als ik koorts heb van 38,5 oC of hoger na mijn ontslag uit het ziekenhuis?","Als u koorts heeft van 38,5 oC of hoger na uw ontslag uit het ziekenhuis, neem dan contact op met het ziekenhuis.",0.06779661016949153,0.1,"[0, 0, 0, 0, 0, 0, 0]",0
133,"Indien u na ontslag uit het ziekenhuis de volgende klachten krijgt, neem dan contact op met het ziekenhuis. 
- koorts (38,5 oC of hoger) 
- aanhoudende diarree 
- ontlasting die niet op gang komt 
- toenemende buikpijn en of rugpijn 
- braken 
- warme rode wond 
- wanneer er vocht uit uw wond komt kunt u eerst https://www.thuisarts.nl/wonden/er- komt-vocht-uit-mijn-wond raadplegen. 
- komt u er niet uit neem dan contact met ons op. Tijdens kantooruren kunt u contact opnemen met het secretariaat vaatchirurgie van ZGT, telefoonnummer 088 708 52 43. Buiten kantoortijden kunt u bellen met de spoedeisende hulp, telefoonnummer 088 708 78 78.",Wat moet ik doen als ik aanhoudende diarree heb na mijn ontslag uit het ziekenhuis?,"Als u aanhoudende diarree heeft na uw ontslag uit het ziekenhuis, neem dan contact op met het ziekenhuis.",0.03389830508474576,0.06666666666666667,"[0, 0, 0, 0, 0]",0
134,"Indien u na ontslag uit het ziekenhuis de volgende klachten krijgt, neem dan contact op met het ziekenhuis. 
- koorts (38,5 oC of hoger) 
- aanhoudende diarree 
- ontlasting die niet op gang komt 
- toenemende buikpijn en of rugpijn 
- braken 
- warme rode wond 
- wanneer er vocht uit uw wond komt kunt u eerst https://www.thuisarts.nl/wonden/er- komt-vocht-uit-mijn-wond raadplegen. 
- komt u er niet uit neem dan contact met ons op. Tijdens kantooruren kunt u contact opnemen met het secretariaat vaatchirurgie van ZGT, telefoonnummer 088 708 52 43. Buiten kantoortijden kunt u bellen met de spoedeisende hulp, telefoonnummer 088 708 78 78.",Wat moet ik doen als mijn ontlasting niet op gang komt na mijn ontslag uit het ziekenhuis?,"Als uw ontlasting niet op gang komt na uw ontslag uit het ziekenhuis, neem dan contact op met het ziekenhuis.",0.05084745762711865,0.08333333333333333,"[0, 0, 0, 0, 0, 0]",0
135,"Indien u na ontslag uit het ziekenhuis de volgende klachten krijgt, neem dan contact op met het ziekenhuis. 
- koorts (38,5 oC of hoger) 
- aanhoudende diarree 
- ontlasting die niet op gang komt 
- toenemende buikpijn en of rugpijn 
- braken 
- warme rode wond 
- wanneer er vocht uit uw wond komt kunt u eerst https://www.thuisarts.nl/wonden/er- komt-vocht-uit-mijn-wond raadplegen. 
- komt u er niet uit neem dan contact met ons op. Tijdens kantooruren kunt u contact opnemen met het secretariaat vaatchirurgie van ZGT, telefoonnummer 088 708 52 43. Buiten kantoortijden kunt u bellen met de spoedeisende hulp, telefoonnummer 088 708 78 78.",Wat moet ik doen bij toenemende buikpijn en/of rugpijn na mijn ontslag uit het ziekenhuis?,"Als u toenemende buikpijn en/of rugpijn heeft na uw ontslag uit het ziekenhuis, neem dan contact op met het ziekenhuis.",0.03278688524590164,0.06451612903225806,"[0, 0, 0, 0, 0, 0, 0]",0
136,"Indien u na ontslag uit het ziekenhuis de volgende klachten krijgt, neem dan contact op met het ziekenhuis. 
- koorts (38,5 oC of hoger) 
- aanhoudende diarree 
- ontlasting die niet op gang komt 
- toenemende buikpijn en of rugpijn 
- braken 
- warme rode wond 
- wanneer er vocht uit uw wond komt kunt u eerst https://www.thuisarts.nl/wonden/er- komt-vocht-uit-mijn-wond raadplegen. 
- komt u er niet uit neem dan contact met ons op. Tijdens kantooruren kunt u contact opnemen met het secretariaat vaatchirurgie van ZGT, telefoonnummer 088 708 52 43. Buiten kantoortijden kunt u bellen met de spoedeisende hulp, telefoonnummer 088 708 78 78.",Wat moet ik doen als ik moet overgeven na mijn ontslag uit het ziekenhuis?,"Als u moet overgeven na uw ontslag uit het ziekenhuis, neem dan contact op met het ziekenhuis.",0.01694915254237288,0.05,"[0, 0, 0, 0]",0
137,"Contactgegevens Bij vragen of klachten, tot 14 dagen na ontslag, kunt u contact opnemen. Tijdens kantoortijden: polikliniek cardiologie. Telefoonnummer: 088 708 33 00 (maandag t/m vrijdag van 8.00 - 12.00 uur en van 13.00 - 16.30 uur) Buiten kantoortijden: afdeling cardiologie. Telefoonnummer: 088 708 37 94 E il h t lid ti t l Wandelen Het maken van een wandeling is toegestaan en raden wij u zelfs aan. Begin met dagelijks een wandeling en breid dit uit in frequentie en tijd. Luister naar eigen lichaam! Bij ontslag uit het ziekenhuis mag u alle inspanningen verrichten die u zou willen, verdeeld over de dag. Begin bijvoorbeeld met wandelen en lichte huishoudelijke werkzaamheden. Gaat dit goed? Breid dit uit met bijvoorbeeld fietsen. Autorijden Zelf autorijden is toegestaan, tenzij er sprake is van hartschade. In dat geval mag u 4 weken niet autorijden. Douchen Geen bezwaar. Bad Na 1 week. Fietsen Na 1 week, indien dit weer vertrouwd voelt. Ga vooruit: BEWEEG!",Wat zijn de contactgegevens voor vragen of klachten na ontslag?,U kunt tot 14 dagen na ontslag contact opnemen met de polikliniek cardiologie tijdens kantoortijden op het telefoonnummer 088 708 33 00 of met de afdeling cardiologie buiten kantoortijden op het telefoonnummer 088 708 37 94.,0.0196078431372549,0.12037037037037036,"[0, 0, 0, 0, 0]",0
138,"Contactgegevens Bij vragen of klachten, tot 14 dagen na ontslag, kunt u contact opnemen. Tijdens kantoortijden: polikliniek cardiologie. Telefoonnummer: 088 708 33 00 (maandag t/m vrijdag van 8.00 - 12.00 uur en van 13.00 - 16.30 uur) Buiten kantoortijden: afdeling cardiologie. Telefoonnummer: 088 708 37 94 E il h t lid ti t l Wandelen Het maken van een wandeling is toegestaan en raden wij u zelfs aan. Begin met dagelijks een wandeling en breid dit uit in frequentie en tijd. Luister naar eigen lichaam! Bij ontslag uit het ziekenhuis mag u alle inspanningen verrichten die u zou willen, verdeeld over de dag. Begin bijvoorbeeld met wandelen en lichte huishoudelijke werkzaamheden. Gaat dit goed? Breid dit uit met bijvoorbeeld fietsen. Autorijden Zelf autorijden is toegestaan, tenzij er sprake is van hartschade. In dat geval mag u 4 weken niet autorijden. Douchen Geen bezwaar. Bad Na 1 week. Fietsen Na 1 week, indien dit weer vertrouwd voelt. Ga vooruit: BEWEEG!",Is autorijden toegestaan na ontslag uit het ziekenhuis?,"Ja, zelf autorijden is toegestaan, tenzij er sprake is van hartschade. In dat geval mag u 4 weken niet autorijden.",0.0196078431372549,0.0891089108910891,"[0, 0, 0, 0, 0]",0
139,"De controleafspraak bij de uroloog krijgt u thuisgestuurd. Bij onderstaande klachten neemt u eerder contact op met het ziekenhuis: 
- Opnieuw koorts. 
- Toename van plasklachten 
- Toename van pijnklachten in rug en/of de zij. 
- Opnieuw zieker voelen. Tijdens kantooruren belt u naar: 
- Polikliniek urologie; Telefoonnummer 088 708 3390 In zeer dringende gevallen, welke niet kunnen wachten tot de volgende werkdag, kunt u buiten kantoortijden bellen met: 
- Spoedeisende Eerste Hulp Telefoonnummer 088 708 7878",Waar kan ik terecht als ik tijdens kantooruren klachten ervaar?,Tijdens kantooruren kunt u bellen naar de Polikliniek urologie op telefoonnummer 088 708 3390.,0.02040816326530612,0.125,"[0, 0, 0, 0, 0, 0]",0
140,"De controleafspraak bij de uroloog krijgt u thuisgestuurd. Bij onderstaande klachten neemt u eerder contact op met het ziekenhuis: 
- Opnieuw koorts. 
- Toename van plasklachten 
- Toename van pijnklachten in rug en/of de zij. 
- Opnieuw zieker voelen. Tijdens kantooruren belt u naar: 
- Polikliniek urologie; Telefoonnummer 088 708 3390 In zeer dringende gevallen, welke niet kunnen wachten tot de volgende werkdag, kunt u buiten kantoortijden bellen met: 
- Spoedeisende Eerste Hulp Telefoonnummer 088 708 7878",Welke klachten moet ik melden bij het ziekenhuis?,"U moet de volgende klachten melden bij het ziekenhuis: opnieuw koorts, toename van plasklachten, toename van pijnklachten in rug en/of de zij, en opnieuw zieker voelen.",0.0,0.22916666666666666,"[0, 0, 0, 0]",0
141,"De controleafspraak bij de uroloog krijgt u thuisgestuurd. Bij onderstaande klachten neemt u eerder contact op met het ziekenhuis: 
- Opnieuw koorts. 
- Toename van plasklachten 
- Toename van pijnklachten in rug en/of de zij. 
- Opnieuw zieker voelen. Tijdens kantooruren belt u naar: 
- Polikliniek urologie; Telefoonnummer 088 708 3390 In zeer dringende gevallen, welke niet kunnen wachten tot de volgende werkdag, kunt u buiten kantoortijden bellen met: 
- Spoedeisende Eerste Hulp Telefoonnummer 088 708 7878",Hoe kan ik de uroloog bereiken buiten kantoortijden?,In zeer dringende gevallen kunt u buiten kantoortijden bellen naar de Spoedeisende Eerste Hulp op telefoonnummer 088 708 7878.,0.02127659574468085,0.2608695652173913,"[0, 0, 0, 0, 0]",0
142,"- U koorts krijgt (38,5°C of hoger). 
- U buikpijn krijgt. 
- Rondom de insteekopening (veel) bloedverlies heeft. 
- Het kan gebeuren dat de PEG-sonde er per ongeluk uit wordt getrokken, laat in dat geval zo snel mogelijk (binnen 24 uur) een nieuwe PEG-sonde inbrengen. Tijdens kantooruren kunt u contact opnemen met de polikliniek MDL, telefoonnummer 088 708 70 70. Buiten kantooruren kunt u, bij klachten die niet tot de volgende dag kunnen wachten, contact opnemen met de afdeling spoedeisende hulp, telefoonnummer 088 708 78 78.",Wat moet ik doen als ik koorts krijg na het plaatsen van de PEG-sonde?,"Als u koorts krijgt (38,5°C of hoger) na het plaatsen van de PEG-sonde, moet u direct contact opnemen met de polikliniek MDL of de afdeling spoedeisende hulp, afhankelijk van de ernst van de klachten.",0.0,0.14285714285714285,"[0, 0, 0, 0, 0]",0
143,"- U koorts krijgt (38,5°C of hoger). 
- U buikpijn krijgt. 
- Rondom de insteekopening (veel) bloedverlies heeft. 
- Het kan gebeuren dat de PEG-sonde er per ongeluk uit wordt getrokken, laat in dat geval zo snel mogelijk (binnen 24 uur) een nieuwe PEG-sonde inbrengen. Tijdens kantooruren kunt u contact opnemen met de polikliniek MDL, telefoonnummer 088 708 70 70. Buiten kantooruren kunt u, bij klachten die niet tot de volgende dag kunnen wachten, contact opnemen met de afdeling spoedeisende hulp, telefoonnummer 088 708 78 78.",Wat moet ik doen als ik buikpijn krijg na het plaatsen van de PEG-sonde?,"Als u buikpijn krijgt na het plaatsen van de PEG-sonde, moet u direct contact opnemen met de polikliniek MDL of de afdeling spoedeisende hulp, afhankelijk van de ernst van de klachten.",0.0,0.10714285714285714,"[0, 0, 0, 0, 0]",0
144,"- U koorts krijgt (38,5°C of hoger). 
- U buikpijn krijgt. 
- Rondom de insteekopening (veel) bloedverlies heeft. 
- Het kan gebeuren dat de PEG-sonde er per ongeluk uit wordt getrokken, laat in dat geval zo snel mogelijk (binnen 24 uur) een nieuwe PEG-sonde inbrengen. Tijdens kantooruren kunt u contact opnemen met de polikliniek MDL, telefoonnummer 088 708 70 70. Buiten kantooruren kunt u, bij klachten die niet tot de volgende dag kunnen wachten, contact opnemen met de afdeling spoedeisende hulp, telefoonnummer 088 708 78 78.",Wat moet ik doen als ik (veel) bloedverlies heb rondom de insteekopening van de PEG-sonde?,"Als u (veel) bloedverlies heeft rondom de insteekopening van de PEG-sonde, moet u direct contact opnemen met de polikliniek MDL of de afdeling spoedeisende hulp, afhankelijk van de ernst van de klachten.",0.02,0.10714285714285714,"[0, 0, 0, 0, 0]",0
145,"- U koorts krijgt (38,5°C of hoger). 
- U buikpijn krijgt. 
- Rondom de insteekopening (veel) bloedverlies heeft. 
- Het kan gebeuren dat de PEG-sonde er per ongeluk uit wordt getrokken, laat in dat geval zo snel mogelijk (binnen 24 uur) een nieuwe PEG-sonde inbrengen. Tijdens kantooruren kunt u contact opnemen met de polikliniek MDL, telefoonnummer 088 708 70 70. Buiten kantooruren kunt u, bij klachten die niet tot de volgende dag kunnen wachten, contact opnemen met de afdeling spoedeisende hulp, telefoonnummer 088 708 78 78.",Wat moet ik doen als de PEG-sonde per ongeluk uitgetrokken wordt?,"Als de PEG-sonde er per ongeluk uitgetrokken wordt, moet er binnen 24 uur een nieuwe PEG-sonde ingebracht worden. Neem tijdens kantooruren contact op met de polikliniek MDL en buiten kantooruren met de afdeling spoedeisende hulp. Bij klachten die niet tot de volgende dag kunnen wachten, moet u direct contact opnemen.",0.04081632653061224,0.25,"[0, 0, 0, 0, 0]",0
146,"Indien u na ontslag uit het ziekenhuis de volgende klachten krijgt neem dan contact op met het ziekenhuis. 
- koorts (38,5oC of hoger) 
- warme rode wond 
- hevige pijn in het been en/of de voet 
- acute zwelling van het been Tijdens kantooruren kunt u contact opnemen met het secretariaat vaatchirurgie van ZGT, telefoonnummer 088 708 52 43. Buiten kantoortijden kunt u bellen met de spoedeisende hulp, telefoonnummer 088 708 78 78.",Wat zijn de symptomen van een infectie na ontslag uit het ziekenhuis?,"De symptomen van een infectie na ontslag uit het ziekenhuis kunnen zijn: koorts (38,5oC of hoger), warme rode wond, hevige pijn in het been en/of de voet, of acute zwelling van het been.",0.021739130434782608,0.32608695652173914,"[0, 0, 0, 0, 0]",0
147,"Indien u na ontslag uit het ziekenhuis de volgende klachten krijgt neem dan contact op met het ziekenhuis. 
- koorts (38,5oC of hoger) 
- warme rode wond 
- hevige pijn in het been en/of de voet 
- acute zwelling van het been Tijdens kantooruren kunt u contact opnemen met het secretariaat vaatchirurgie van ZGT, telefoonnummer 088 708 52 43. Buiten kantoortijden kunt u bellen met de spoedeisende hulp, telefoonnummer 088 708 78 78.",Wat moet ik doen als ik koorts krijg na ontslag uit het ziekenhuis?,"Als u koorts krijgt na ontslag uit het ziekenhuis (38,5oC of hoger), neem dan contact op met het ziekenhuis.",0.021739130434782608,0.08333333333333333,"[0, 0, 0, 0, 0]",0
148,"Indien u na ontslag uit het ziekenhuis de volgende klachten krijgt neem dan contact op met het ziekenhuis. 
- koorts (38,5oC of hoger) 
- warme rode wond 
- hevige pijn in het been en/of de voet 
- acute zwelling van het been Tijdens kantooruren kunt u contact opnemen met het secretariaat vaatchirurgie van ZGT, telefoonnummer 088 708 52 43. Buiten kantoortijden kunt u bellen met de spoedeisende hulp, telefoonnummer 088 708 78 78.",Met wie moet ik contact opnemen als ik klachten krijg na ontslag uit het ziekenhuis?,"Als u klachten krijgt na ontslag uit het ziekenhuis, neem dan contact op met het ziekenhuis. Tijdens kantooruren kunt u contact opnemen met het secretariaat vaatchirurgie van ZGT, telefoonnummer 088 708 52 43. Buiten kantoortijden kunt u bellen met de spoedeisende hulp, telefoonnummer 088 708 78 78.",0.0425531914893617,0.5319148936170213,"[0, 0, 0, 0, 0, 0, 0]",0
149,"Indien u na ontslag uit het ziekenhuis de volgende klachten krijgt neem dan contact op met het ziekenhuis. 
- koorts (38,5oC of hoger) 
- warme rode wond 
- hevige pijn in het been en/of de voet 
- acute zwelling van het been Tijdens kantooruren kunt u contact opnemen met het secretariaat vaatchirurgie van ZGT, telefoonnummer 088 708 52 43. Buiten kantoortijden kunt u bellen met de spoedeisende hulp, telefoonnummer 088 708 78 78.",Wat zijn de contactgegevens van het secretariaat vaatchirurgie van ZGT?,"Tijdens kantooruren kunt u contact opnemen met het secretariaat vaatchirurgie van ZGT, telefoonnummer 088 708 52 43.",0.044444444444444446,0.24444444444444444,"[0, 0, 0, 0, 0]",0
150,"Indien u na ontslag uit het ziekenhuis de volgende klachten krijgt neem dan contact op met het ziekenhuis. 
- koorts (38,5oC of hoger) 
- warme rode wond 
- hevige pijn in het been en/of de voet 
- acute zwelling van het been Tijdens kantooruren kunt u contact opnemen met het secretariaat vaatchirurgie van ZGT, telefoonnummer 088 708 52 43. Buiten kantoortijden kunt u bellen met de spoedeisende hulp, telefoonnummer 088 708 78 78.",Wat zijn de contactgegevens van de spoedeisende hulp van ZGT?,"Buiten kantoortijden kunt u bellen met de spoedeisende hulp, telefoonnummer 088 708 78 78.",0.021739130434782608,0.22727272727272727,"[0, 0, 0, 0, 0]",0
