,Document,Question,Answer,Fact
57,"{'Naar huis met sondevoeding, diëtetiek': {'Non-invasie beademing op de longafdeling': {'Non-invasieve beademing op de longafdeling': 'U hebt ondersteuning nodig bij uw ademhaling. Deze ondersteuning krijgt u van een beademingsmachine via een masker op uw gezicht. In deze folder leggen we uit wat dit betekent. Deze folder kan ook door uw familie gelezen worden, zodat ook zij weten wat er met u gebeurt.', 'Waarom non-invasieve beademing?': 'U heeft een longziekte. Daardoor nemen uw longen onvoldoende zuurstof op en/of geven ze te weinig koolzuur af. Ook kan ademhalen teveel inspanning vragen. U kunt hierdoor uitgeput raken en oppervlakkiger gaan ademhalen.', 'Ondersteuning van de ademhaling': 'We kunnen u helpen door uw ademhaling te ondersteunen met een beademingsmachine. Beademing via een masker wordt ook wel non-invasieve beademing genoemd. Non- invasief wil zeggen dat er niets in het lichaam hoeft worden ingebracht om de ademhaling te ondersteunen. U krijgt een masker op uw gezicht. Het masker is met slangen verbonden aan de beademingsmachine. Via het masker ademt u zuurstofrijke lucht in die met een bepaalde druk gegeven wordt. Hiervoor is een grote luchtstroom nodig. Als u het masker op uw gezicht krijgt, kan dit een benauwd gevoel geven. Als u rustig ademhaalt, merkt u dat het ademhalen makkelijker gaat. Het masker, dat met klittenband wordt vastgemaakt, kan makkelijk worden losgemaakt. Indien uw situatie het toelaat kunnen we het masker even afzetten als u wat wil drinken/eten of iets wil zeggen. Wanneer de toestand en conditie van u of uw familielid/naaste verbetert, kan hij/zij weer zonder masker zelfstandig ademen. De ademhalingsondersteuning wordt in stapjes afgebouwd. Hoelang dit duurt is voor elke patiënt verschillend. Er is geen algemene richtlijn voor te geven. De specialist en verpleegkundigen controleren de patiënt en de beademingsmachine regelmatig.', 'Wat als de patiënt niet opknapt bij non-invasieve beademing?': 'Ondanks een goede motivatie kan non- invasieve beademing toch onvoldoende blijken voor de patiënt. De patiënt kan bijvoorbeeld zieker worden, waardoor de non- invasieve beademing niet lukt of onvoldoende effect heeft. De specialist zal met de patiënt, het familielid of de naaste bespreken welke andere mogelijkheden er zijn.', 'Vragen': 'Als u vragen heeft kunt u altijd terecht bij de verpleegkundige of de specialist op de longafdeling die voor u of uw familielid/naaste zorgt. Bellen kan via telefoonnummer 088 708 35 10.'}}}",Hoe kan ik bellen met de longafdeling?,U kunt bellen via het telefoonnummer 088 708 35 10.,088 708 35 10
58,"{'Naar huis met sondevoeding, diëtetiek': {'Non-invasie beademing op de longafdeling': {'Non-invasieve beademing op de longafdeling': 'U hebt ondersteuning nodig bij uw ademhaling. Deze ondersteuning krijgt u van een beademingsmachine via een masker op uw gezicht. In deze folder leggen we uit wat dit betekent. Deze folder kan ook door uw familie gelezen worden, zodat ook zij weten wat er met u gebeurt.', 'Waarom non-invasieve beademing?': 'U heeft een longziekte. Daardoor nemen uw longen onvoldoende zuurstof op en/of geven ze te weinig koolzuur af. Ook kan ademhalen teveel inspanning vragen. U kunt hierdoor uitgeput raken en oppervlakkiger gaan ademhalen.', 'Ondersteuning van de ademhaling': 'We kunnen u helpen door uw ademhaling te ondersteunen met een beademingsmachine. Beademing via een masker wordt ook wel non-invasieve beademing genoemd. Non- invasief wil zeggen dat er niets in het lichaam hoeft worden ingebracht om de ademhaling te ondersteunen. U krijgt een masker op uw gezicht. Het masker is met slangen verbonden aan de beademingsmachine. Via het masker ademt u zuurstofrijke lucht in die met een bepaalde druk gegeven wordt. Hiervoor is een grote luchtstroom nodig. Als u het masker op uw gezicht krijgt, kan dit een benauwd gevoel geven. Als u rustig ademhaalt, merkt u dat het ademhalen makkelijker gaat. Het masker, dat met klittenband wordt vastgemaakt, kan makkelijk worden losgemaakt. Indien uw situatie het toelaat kunnen we het masker even afzetten als u wat wil drinken/eten of iets wil zeggen. Wanneer de toestand en conditie van u of uw familielid/naaste verbetert, kan hij/zij weer zonder masker zelfstandig ademen. De ademhalingsondersteuning wordt in stapjes afgebouwd. Hoelang dit duurt is voor elke patiënt verschillend. Er is geen algemene richtlijn voor te geven. De specialist en verpleegkundigen controleren de patiënt en de beademingsmachine regelmatig.', 'Wat als de patiënt niet opknapt bij non-invasieve beademing?': 'Ondanks een goede motivatie kan non- invasieve beademing toch onvoldoende blijken voor de patiënt. De patiënt kan bijvoorbeeld zieker worden, waardoor de non- invasieve beademing niet lukt of onvoldoende effect heeft. De specialist zal met de patiënt, het familielid of de naaste bespreken welke andere mogelijkheden er zijn.', 'Vragen': 'Als u vragen heeft kunt u altijd terecht bij de verpleegkundige of de specialist op de longafdeling die voor u of uw familielid/naaste zorgt. Bellen kan via telefoonnummer 088 708 35 10.'}}}",Waar kan ik terecht met vragen over mijn familielid/naaste op de longafdeling?,U kunt altijd terecht bij de verpleegkundige of de specialist op de longafdeling die voor uw familielid/naaste zorgt.,088 708 35 10
59,"{'Naar huis met sondevoeding, diëtetiek': {'Non-invasie beademing op de longafdeling': {'Non-invasieve beademing op de longafdeling': 'U hebt ondersteuning nodig bij uw ademhaling. Deze ondersteuning krijgt u van een beademingsmachine via een masker op uw gezicht. In deze folder leggen we uit wat dit betekent. Deze folder kan ook door uw familie gelezen worden, zodat ook zij weten wat er met u gebeurt.', 'Waarom non-invasieve beademing?': 'U heeft een longziekte. Daardoor nemen uw longen onvoldoende zuurstof op en/of geven ze te weinig koolzuur af. Ook kan ademhalen teveel inspanning vragen. U kunt hierdoor uitgeput raken en oppervlakkiger gaan ademhalen.', 'Ondersteuning van de ademhaling': 'We kunnen u helpen door uw ademhaling te ondersteunen met een beademingsmachine. Beademing via een masker wordt ook wel non-invasieve beademing genoemd. Non- invasief wil zeggen dat er niets in het lichaam hoeft worden ingebracht om de ademhaling te ondersteunen. U krijgt een masker op uw gezicht. Het masker is met slangen verbonden aan de beademingsmachine. Via het masker ademt u zuurstofrijke lucht in die met een bepaalde druk gegeven wordt. Hiervoor is een grote luchtstroom nodig. Als u het masker op uw gezicht krijgt, kan dit een benauwd gevoel geven. Als u rustig ademhaalt, merkt u dat het ademhalen makkelijker gaat. Het masker, dat met klittenband wordt vastgemaakt, kan makkelijk worden losgemaakt. Indien uw situatie het toelaat kunnen we het masker even afzetten als u wat wil drinken/eten of iets wil zeggen. Wanneer de toestand en conditie van u of uw familielid/naaste verbetert, kan hij/zij weer zonder masker zelfstandig ademen. De ademhalingsondersteuning wordt in stapjes afgebouwd. Hoelang dit duurt is voor elke patiënt verschillend. Er is geen algemene richtlijn voor te geven. De specialist en verpleegkundigen controleren de patiënt en de beademingsmachine regelmatig.', 'Wat als de patiënt niet opknapt bij non-invasieve beademing?': 'Ondanks een goede motivatie kan non- invasieve beademing toch onvoldoende blijken voor de patiënt. De patiënt kan bijvoorbeeld zieker worden, waardoor de non- invasieve beademing niet lukt of onvoldoende effect heeft. De specialist zal met de patiënt, het familielid of de naaste bespreken welke andere mogelijkheden er zijn.', 'Vragen': 'Als u vragen heeft kunt u altijd terecht bij de verpleegkundige of de specialist op de longafdeling die voor u of uw familielid/naaste zorgt. Bellen kan via telefoonnummer 088 708 35 10.'}}}",Wat is het nummer om te bellen als ik vragen heb?,Het telefoonnummer om te bellen met vragen is 088 708 35 10.,088 708 35 10
60,"{'Naar huis met sondevoeding, diëtetiek': {'Non-invasie beademing op de longafdeling': {'Non-invasieve beademing op de longafdeling': 'U hebt ondersteuning nodig bij uw ademhaling. Deze ondersteuning krijgt u van een beademingsmachine via een masker op uw gezicht. In deze folder leggen we uit wat dit betekent. Deze folder kan ook door uw familie gelezen worden, zodat ook zij weten wat er met u gebeurt.', 'Waarom non-invasieve beademing?': 'U heeft een longziekte. Daardoor nemen uw longen onvoldoende zuurstof op en/of geven ze te weinig koolzuur af. Ook kan ademhalen teveel inspanning vragen. U kunt hierdoor uitgeput raken en oppervlakkiger gaan ademhalen.', 'Ondersteuning van de ademhaling': 'We kunnen u helpen door uw ademhaling te ondersteunen met een beademingsmachine. Beademing via een masker wordt ook wel non-invasieve beademing genoemd. Non- invasief wil zeggen dat er niets in het lichaam hoeft worden ingebracht om de ademhaling te ondersteunen. U krijgt een masker op uw gezicht. Het masker is met slangen verbonden aan de beademingsmachine. Via het masker ademt u zuurstofrijke lucht in die met een bepaalde druk gegeven wordt. Hiervoor is een grote luchtstroom nodig. Als u het masker op uw gezicht krijgt, kan dit een benauwd gevoel geven. Als u rustig ademhaalt, merkt u dat het ademhalen makkelijker gaat. Het masker, dat met klittenband wordt vastgemaakt, kan makkelijk worden losgemaakt. Indien uw situatie het toelaat kunnen we het masker even afzetten als u wat wil drinken/eten of iets wil zeggen. Wanneer de toestand en conditie van u of uw familielid/naaste verbetert, kan hij/zij weer zonder masker zelfstandig ademen. De ademhalingsondersteuning wordt in stapjes afgebouwd. Hoelang dit duurt is voor elke patiënt verschillend. Er is geen algemene richtlijn voor te geven. De specialist en verpleegkundigen controleren de patiënt en de beademingsmachine regelmatig.', 'Wat als de patiënt niet opknapt bij non-invasieve beademing?': 'Ondanks een goede motivatie kan non- invasieve beademing toch onvoldoende blijken voor de patiënt. De patiënt kan bijvoorbeeld zieker worden, waardoor de non- invasieve beademing niet lukt of onvoldoende effect heeft. De specialist zal met de patiënt, het familielid of de naaste bespreken welke andere mogelijkheden er zijn.', 'Vragen': 'Als u vragen heeft kunt u altijd terecht bij de verpleegkundige of de specialist op de longafdeling die voor u of uw familielid/naaste zorgt. Bellen kan via telefoonnummer 088 708 35 10.'}}}",Welk telefoonnummer moet ik bellen voor vragen over de longafdeling?,U kunt bellen via het telefoonnummer 088 708 35 10 voor vragen over de longafdeling.,088 708 35 10
61,"{'Budesonide': {'Mantoux test': {'Mantoux test': 'Uw medisch specialist heeft u verwezen voor een mantoux test. Met deze test kunnen we vaststellen of u ooit in aanraking bent geweest met bepaalde vormen van tuberculose. Soms is een mantoux test nodig in verband met het voorschrijven van medicatie.', 'Voorbereiding': 'Er is geen voorbereiding nodig voor deze test.', 'Het onderzoek': 'Onder de huid van uw linker onderarm wordt een kleine hoeveelheid vloeistof ingespoten. Daardoor ontstaat er direct een kleine zwelling die na een paar uur verdwijnt. Als u in contact bent geweest met de tuberculose bacterie ontstaat er na drie tot vijf dagen een huidreactie op de plek van de injectie. Als u in het verleden een BCG- vaccinatie hebt gehad geeft dat meestal ook een huidreactie.', 'Duur van het onderzoek': 'Het onderzoek duurt vijf minuten.', 'Uitslag': 'Twee tot drie dagen na de test wordt een eventuele huidreactie opgemeten door de longarts of een longfunctieanalist.', 'Vragen': 'Mocht u na het lezen van deze folder nog vragen hebben, dan kunt u bellen met het secretariaat van het Hart Long Centrum, telefoonnummer 088 708 33 00.', 'Locatie en route': 'Voor het onderzoek kunt u zich melden bij het secretariaat van het Hart Long Centrum, ziekenhuislocatie Hengelo, routenummer 0.19.', 'Check uw dossier op MijnZGT': 'MijnZGT is het patiëntenportaal van ZGT. U kunt op MijnZGT via uw computer, tablet of mobiel delen van uw medisch dossier inzien, persoonlijke gegevens checken, of bijvoorbeeld vragenlijsten invullen die wij voor u hebben klaargezet. Kijk voor meer informatie op: mijn.zgt.nl'}}}",Waar bevindt zich het secretariaat van het Hart Long Centrum?,"Het secretariaat van het Hart Long Centrum bevindt zich op ziekenhuislocatie Hengelo, routenummer 0.19.",088 708 33 00
62,"{'Budesonide': {'Mantoux test': {'Mantoux test': 'Uw medisch specialist heeft u verwezen voor een mantoux test. Met deze test kunnen we vaststellen of u ooit in aanraking bent geweest met bepaalde vormen van tuberculose. Soms is een mantoux test nodig in verband met het voorschrijven van medicatie.', 'Voorbereiding': 'Er is geen voorbereiding nodig voor deze test.', 'Het onderzoek': 'Onder de huid van uw linker onderarm wordt een kleine hoeveelheid vloeistof ingespoten. Daardoor ontstaat er direct een kleine zwelling die na een paar uur verdwijnt. Als u in contact bent geweest met de tuberculose bacterie ontstaat er na drie tot vijf dagen een huidreactie op de plek van de injectie. Als u in het verleden een BCG- vaccinatie hebt gehad geeft dat meestal ook een huidreactie.', 'Duur van het onderzoek': 'Het onderzoek duurt vijf minuten.', 'Uitslag': 'Twee tot drie dagen na de test wordt een eventuele huidreactie opgemeten door de longarts of een longfunctieanalist.', 'Vragen': 'Mocht u na het lezen van deze folder nog vragen hebben, dan kunt u bellen met het secretariaat van het Hart Long Centrum, telefoonnummer 088 708 33 00.', 'Locatie en route': 'Voor het onderzoek kunt u zich melden bij het secretariaat van het Hart Long Centrum, ziekenhuislocatie Hengelo, routenummer 0.19.', 'Check uw dossier op MijnZGT': 'MijnZGT is het patiëntenportaal van ZGT. U kunt op MijnZGT via uw computer, tablet of mobiel delen van uw medisch dossier inzien, persoonlijke gegevens checken, of bijvoorbeeld vragenlijsten invullen die wij voor u hebben klaargezet. Kijk voor meer informatie op: mijn.zgt.nl'}}}",Wat is het telefoonnummer van het secretariaat van het Hart Long Centrum?,Het telefoonnummer van het secretariaat van het Hart Long Centrum is 088 708 33 00.,088 708 33 00
63,"{'Budesonide': {'Mantoux test': {'Mantoux test': 'Uw medisch specialist heeft u verwezen voor een mantoux test. Met deze test kunnen we vaststellen of u ooit in aanraking bent geweest met bepaalde vormen van tuberculose. Soms is een mantoux test nodig in verband met het voorschrijven van medicatie.', 'Voorbereiding': 'Er is geen voorbereiding nodig voor deze test.', 'Het onderzoek': 'Onder de huid van uw linker onderarm wordt een kleine hoeveelheid vloeistof ingespoten. Daardoor ontstaat er direct een kleine zwelling die na een paar uur verdwijnt. Als u in contact bent geweest met de tuberculose bacterie ontstaat er na drie tot vijf dagen een huidreactie op de plek van de injectie. Als u in het verleden een BCG- vaccinatie hebt gehad geeft dat meestal ook een huidreactie.', 'Duur van het onderzoek': 'Het onderzoek duurt vijf minuten.', 'Uitslag': 'Twee tot drie dagen na de test wordt een eventuele huidreactie opgemeten door de longarts of een longfunctieanalist.', 'Vragen': 'Mocht u na het lezen van deze folder nog vragen hebben, dan kunt u bellen met het secretariaat van het Hart Long Centrum, telefoonnummer 088 708 33 00.', 'Locatie en route': 'Voor het onderzoek kunt u zich melden bij het secretariaat van het Hart Long Centrum, ziekenhuislocatie Hengelo, routenummer 0.19.', 'Check uw dossier op MijnZGT': 'MijnZGT is het patiëntenportaal van ZGT. U kunt op MijnZGT via uw computer, tablet of mobiel delen van uw medisch dossier inzien, persoonlijke gegevens checken, of bijvoorbeeld vragenlijsten invullen die wij voor u hebben klaargezet. Kijk voor meer informatie op: mijn.zgt.nl'}}}",Wat is het adres van het secretariaat van het Hart Long Centrum?,Het secretariaat van het Hart Long Centrum is gelegen op ziekenhuislocatie Hengelo.,088 708 33 00
64,"{'Budesonide': {'Mantoux test': {'Mantoux test': 'Uw medisch specialist heeft u verwezen voor een mantoux test. Met deze test kunnen we vaststellen of u ooit in aanraking bent geweest met bepaalde vormen van tuberculose. Soms is een mantoux test nodig in verband met het voorschrijven van medicatie.', 'Voorbereiding': 'Er is geen voorbereiding nodig voor deze test.', 'Het onderzoek': 'Onder de huid van uw linker onderarm wordt een kleine hoeveelheid vloeistof ingespoten. Daardoor ontstaat er direct een kleine zwelling die na een paar uur verdwijnt. Als u in contact bent geweest met de tuberculose bacterie ontstaat er na drie tot vijf dagen een huidreactie op de plek van de injectie. Als u in het verleden een BCG- vaccinatie hebt gehad geeft dat meestal ook een huidreactie.', 'Duur van het onderzoek': 'Het onderzoek duurt vijf minuten.', 'Uitslag': 'Twee tot drie dagen na de test wordt een eventuele huidreactie opgemeten door de longarts of een longfunctieanalist.', 'Vragen': 'Mocht u na het lezen van deze folder nog vragen hebben, dan kunt u bellen met het secretariaat van het Hart Long Centrum, telefoonnummer 088 708 33 00.', 'Locatie en route': 'Voor het onderzoek kunt u zich melden bij het secretariaat van het Hart Long Centrum, ziekenhuislocatie Hengelo, routenummer 0.19.', 'Check uw dossier op MijnZGT': 'MijnZGT is het patiëntenportaal van ZGT. U kunt op MijnZGT via uw computer, tablet of mobiel delen van uw medisch dossier inzien, persoonlijke gegevens checken, of bijvoorbeeld vragenlijsten invullen die wij voor u hebben klaargezet. Kijk voor meer informatie op: mijn.zgt.nl'}}}",Hoe lang duurt het onderzoek?,Het onderzoek duurt slechts vijf minuten.,088 708 33 00
65,"{'Budesonide': {'Mantoux test': {'Mantoux test': 'Uw medisch specialist heeft u verwezen voor een mantoux test. Met deze test kunnen we vaststellen of u ooit in aanraking bent geweest met bepaalde vormen van tuberculose. Soms is een mantoux test nodig in verband met het voorschrijven van medicatie.', 'Voorbereiding': 'Er is geen voorbereiding nodig voor deze test.', 'Het onderzoek': 'Onder de huid van uw linker onderarm wordt een kleine hoeveelheid vloeistof ingespoten. Daardoor ontstaat er direct een kleine zwelling die na een paar uur verdwijnt. Als u in contact bent geweest met de tuberculose bacterie ontstaat er na drie tot vijf dagen een huidreactie op de plek van de injectie. Als u in het verleden een BCG- vaccinatie hebt gehad geeft dat meestal ook een huidreactie.', 'Duur van het onderzoek': 'Het onderzoek duurt vijf minuten.', 'Uitslag': 'Twee tot drie dagen na de test wordt een eventuele huidreactie opgemeten door de longarts of een longfunctieanalist.', 'Vragen': 'Mocht u na het lezen van deze folder nog vragen hebben, dan kunt u bellen met het secretariaat van het Hart Long Centrum, telefoonnummer 088 708 33 00.', 'Locatie en route': 'Voor het onderzoek kunt u zich melden bij het secretariaat van het Hart Long Centrum, ziekenhuislocatie Hengelo, routenummer 0.19.', 'Check uw dossier op MijnZGT': 'MijnZGT is het patiëntenportaal van ZGT. U kunt op MijnZGT via uw computer, tablet of mobiel delen van uw medisch dossier inzien, persoonlijke gegevens checken, of bijvoorbeeld vragenlijsten invullen die wij voor u hebben klaargezet. Kijk voor meer informatie op: mijn.zgt.nl'}}}",Wat is het patiëntenportaal van ZGT?,Het patiëntenportaal van ZGT is MijnZGT.,088 708 33 00
66,"{'Doxetaxel_Carboplatin_Trastuzumab, patiënteninformatie': {'Stereotactische punctie': {'Stereotactische punctie': 'Onlangs is bij u een mammogram gemaakt. Hierop is een kleine afwijking gezien. Daarom is u geadviseerd om nader onderzoek te laten verrichten. Op die manier kan de aard van de afwijking (goedaardig of kwaadaardig) worden bepaald. Hiervoor is het noodzakelijk een stukje weefsel (biopt) uit uw borst weg te nemen.', 'Belangrijk om te weten': '- Op de dag van het onderzoek mag u geen bodylotion, crème of talkpoeder gebruiken op uw borst(en). \n- Draag losse, comfortabele kleding. \n- Draag een stevige BH, of neem er een mee, voor steun van de borst na het onderzoek. Zwangerschap Röntgenstralen kunnen gevaarlijk zijn voor het ongeboren kind. Als u zwanger bent, of denkt te zijn, moet u dit vóór het onderzoek melden.', 'Medicijnen': 'Als u bloedverdunners gebruikt, moet u dit vooraf melden bij de mammacare- verpleegkundige. Afhankelijk van het soort bloedverdunner kan het zijn dat u tijdelijk met de bloedverdunners moet stoppen.', 'Verloop van het onderzoek': 'U ligt op uw buik op de onderzoekstafel. Uw borst wordt in een opening geplaatst en gedurende het hele onderzoek stevig aangedrukt door twee platen. De laborant maakt eerst enkele beelden van uw borst uit verschillende richtingen. Met behulp van deze beelden kan de computer precies bepalen waar de afwijking zich bevindt. Op deze plek krijgt u een plaatselijke verdoving. De radioloog zal een klein sneetje in de huid maken, waarna een holle naald ingebracht wordt. Met een speciaal voor dit onderzoek gemaakt apparaat verwijdert de radioloog, via de holle naald, meerdere stukjes weefsel (biopten). Dit gebeurt zo vaak als nodig is, om voldoende weefsel voor microscopisch onderzoek te verzamelen. Er wordt op de plaats waar het biopt genomen is een marker achtergelaten om later, indien nodig, deze plek goed terug te kunnen vinden.', 'Nazorg': 'Het wondje wordt afgedrukt en gekoeld met een ice-pack.', 'Duur': 'Het onderzoek duurt ongeveer 60 minuten.', 'Uitslag': 'De uitslag van het onderzoek krijgt u van de arts die het onderzoek heeft aangevraagd.', 'Vragen': 'Mocht u na het lezen van deze informatie nog vragen hebben, stel deze gerust. Wij willen ze graag voor u beantwoorden. Op werkdagen is de afdeling radiologie tussen 08.30 – 12.30 uur en van 13.00 - 16.30 uur telefonisch bereikbaar op het volgende telefoonnummer: 088 708 37 00.', 'Check uw dossier op MijnZGT': 'MijnZGT is het patiëntenportaal van ZGT. U kunt op MijnZGT via uw computer, tablet of mobiel delen van uw medisch dossier inzien, persoonlijke gegevens checken, of bijvoorbeeld vragenlijsten invullen die wij voor u hebben klaargezet. Kijk voor meer info op: www.zgt.nl/mijnzgt.'}}}",Wat is het telefoonnummer van de afdeling radiologie?,Het telefoonnummer van de afdeling radiologie is 088 708 37 00.,088 708 37 00
67,"{'Doxetaxel_Carboplatin_Trastuzumab, patiënteninformatie': {'Stereotactische punctie': {'Stereotactische punctie': 'Onlangs is bij u een mammogram gemaakt. Hierop is een kleine afwijking gezien. Daarom is u geadviseerd om nader onderzoek te laten verrichten. Op die manier kan de aard van de afwijking (goedaardig of kwaadaardig) worden bepaald. Hiervoor is het noodzakelijk een stukje weefsel (biopt) uit uw borst weg te nemen.', 'Belangrijk om te weten': '- Op de dag van het onderzoek mag u geen bodylotion, crème of talkpoeder gebruiken op uw borst(en). \n- Draag losse, comfortabele kleding. \n- Draag een stevige BH, of neem er een mee, voor steun van de borst na het onderzoek. Zwangerschap Röntgenstralen kunnen gevaarlijk zijn voor het ongeboren kind. Als u zwanger bent, of denkt te zijn, moet u dit vóór het onderzoek melden.', 'Medicijnen': 'Als u bloedverdunners gebruikt, moet u dit vooraf melden bij de mammacare- verpleegkundige. Afhankelijk van het soort bloedverdunner kan het zijn dat u tijdelijk met de bloedverdunners moet stoppen.', 'Verloop van het onderzoek': 'U ligt op uw buik op de onderzoekstafel. Uw borst wordt in een opening geplaatst en gedurende het hele onderzoek stevig aangedrukt door twee platen. De laborant maakt eerst enkele beelden van uw borst uit verschillende richtingen. Met behulp van deze beelden kan de computer precies bepalen waar de afwijking zich bevindt. Op deze plek krijgt u een plaatselijke verdoving. De radioloog zal een klein sneetje in de huid maken, waarna een holle naald ingebracht wordt. Met een speciaal voor dit onderzoek gemaakt apparaat verwijdert de radioloog, via de holle naald, meerdere stukjes weefsel (biopten). Dit gebeurt zo vaak als nodig is, om voldoende weefsel voor microscopisch onderzoek te verzamelen. Er wordt op de plaats waar het biopt genomen is een marker achtergelaten om later, indien nodig, deze plek goed terug te kunnen vinden.', 'Nazorg': 'Het wondje wordt afgedrukt en gekoeld met een ice-pack.', 'Duur': 'Het onderzoek duurt ongeveer 60 minuten.', 'Uitslag': 'De uitslag van het onderzoek krijgt u van de arts die het onderzoek heeft aangevraagd.', 'Vragen': 'Mocht u na het lezen van deze informatie nog vragen hebben, stel deze gerust. Wij willen ze graag voor u beantwoorden. Op werkdagen is de afdeling radiologie tussen 08.30 – 12.30 uur en van 13.00 - 16.30 uur telefonisch bereikbaar op het volgende telefoonnummer: 088 708 37 00.', 'Check uw dossier op MijnZGT': 'MijnZGT is het patiëntenportaal van ZGT. U kunt op MijnZGT via uw computer, tablet of mobiel delen van uw medisch dossier inzien, persoonlijke gegevens checken, of bijvoorbeeld vragenlijsten invullen die wij voor u hebben klaargezet. Kijk voor meer info op: www.zgt.nl/mijnzgt.'}}}",Hoeveel tijd duurt het onderzoek gemiddeld?,Het onderzoek duurt ongeveer 60 minuten.,088 708 37 00
68,"{'Doxetaxel_Carboplatin_Trastuzumab, patiënteninformatie': {'Stereotactische punctie': {'Stereotactische punctie': 'Onlangs is bij u een mammogram gemaakt. Hierop is een kleine afwijking gezien. Daarom is u geadviseerd om nader onderzoek te laten verrichten. Op die manier kan de aard van de afwijking (goedaardig of kwaadaardig) worden bepaald. Hiervoor is het noodzakelijk een stukje weefsel (biopt) uit uw borst weg te nemen.', 'Belangrijk om te weten': '- Op de dag van het onderzoek mag u geen bodylotion, crème of talkpoeder gebruiken op uw borst(en). \n- Draag losse, comfortabele kleding. \n- Draag een stevige BH, of neem er een mee, voor steun van de borst na het onderzoek. Zwangerschap Röntgenstralen kunnen gevaarlijk zijn voor het ongeboren kind. Als u zwanger bent, of denkt te zijn, moet u dit vóór het onderzoek melden.', 'Medicijnen': 'Als u bloedverdunners gebruikt, moet u dit vooraf melden bij de mammacare- verpleegkundige. Afhankelijk van het soort bloedverdunner kan het zijn dat u tijdelijk met de bloedverdunners moet stoppen.', 'Verloop van het onderzoek': 'U ligt op uw buik op de onderzoekstafel. Uw borst wordt in een opening geplaatst en gedurende het hele onderzoek stevig aangedrukt door twee platen. De laborant maakt eerst enkele beelden van uw borst uit verschillende richtingen. Met behulp van deze beelden kan de computer precies bepalen waar de afwijking zich bevindt. Op deze plek krijgt u een plaatselijke verdoving. De radioloog zal een klein sneetje in de huid maken, waarna een holle naald ingebracht wordt. Met een speciaal voor dit onderzoek gemaakt apparaat verwijdert de radioloog, via de holle naald, meerdere stukjes weefsel (biopten). Dit gebeurt zo vaak als nodig is, om voldoende weefsel voor microscopisch onderzoek te verzamelen. Er wordt op de plaats waar het biopt genomen is een marker achtergelaten om later, indien nodig, deze plek goed terug te kunnen vinden.', 'Nazorg': 'Het wondje wordt afgedrukt en gekoeld met een ice-pack.', 'Duur': 'Het onderzoek duurt ongeveer 60 minuten.', 'Uitslag': 'De uitslag van het onderzoek krijgt u van de arts die het onderzoek heeft aangevraagd.', 'Vragen': 'Mocht u na het lezen van deze informatie nog vragen hebben, stel deze gerust. Wij willen ze graag voor u beantwoorden. Op werkdagen is de afdeling radiologie tussen 08.30 – 12.30 uur en van 13.00 - 16.30 uur telefonisch bereikbaar op het volgende telefoonnummer: 088 708 37 00.', 'Check uw dossier op MijnZGT': 'MijnZGT is het patiëntenportaal van ZGT. U kunt op MijnZGT via uw computer, tablet of mobiel delen van uw medisch dossier inzien, persoonlijke gegevens checken, of bijvoorbeeld vragenlijsten invullen die wij voor u hebben klaargezet. Kijk voor meer info op: www.zgt.nl/mijnzgt.'}}}",Welke kleding moet ik dragen tijdens het onderzoek?,U moet losse en comfortabele kleding dragen.,088 708 37 00
