,Document,Question,Answer,Question-Context N-gram Similarity,Answer-Context N-gram Similarity,Question-Context BLEU,Answer-Context BLEU,Question-Context ROUGE,Answer-Context ROUGE,Question-Context ROUGE-L F1,Answer-Context ROUGE-L F1
1249,"In sommige gevallen is het noodzakelijk dat u één of twee dagen op de afdeling intensive care verblijft voor intensievere bewaking. Gedurende deze dagen verblijft uw baby al dan niet met uw partner op de afdeling moeder en kind of op de afdeling neonatologie. Zij kunnen, indien mogelijk voor uw baby, geregeld bij u op de intensive care komen. Als u borstvoeding wilt geven zullen wij er alles aan doen om dit mogelijk te maken en te kunnen laten slagen.",Waar kan mijn baby verblijven als hij/zij niet op de intensive care kan blijven?,Uw baby kan al dan niet met u of uw partner verblijven op de afdeling moeder en kind of op de afdeling neonatologie.,0.024390243902439025,0.13157894736842105,0.001601692360836548,0.04685978320886725,"[{'rouge-1': {'r': 0.1016949152542373, 'p': 0.46153846153846156, 'f': 0.16666666370756178}, 'rouge-2': {'r': 0.0410958904109589, 'p': 0.23076923076923078, 'f': 0.06976743929421318}, 'rouge-l': {'r': 0.1016949152542373, 'p': 0.46153846153846156, 'f': 0.16666666370756178}}]","[{'rouge-1': {'r': 0.2711864406779661, 'p': 0.8421052631578947, 'f': 0.4102564065713347}, 'rouge-2': {'r': 0.1643835616438356, 'p': 0.6, 'f': 0.2580645127529194}, 'rouge-l': {'r': 0.2711864406779661, 'p': 0.8421052631578947, 'f': 0.4102564065713347}}]",0.16666666370756178,0.4102564065713347
1250,"In sommige gevallen is het noodzakelijk dat u één of twee dagen op de afdeling intensive care verblijft voor intensievere bewaking. Gedurende deze dagen verblijft uw baby al dan niet met uw partner op de afdeling moeder en kind of op de afdeling neonatologie. Zij kunnen, indien mogelijk voor uw baby, geregeld bij u op de intensive care komen. Als u borstvoeding wilt geven zullen wij er alles aan doen om dit mogelijk te maken en te kunnen laten slagen.",Wat gebeurt er als mijn baby niet kan blijven op de afdeling neonatologie?,In dit geval zal uw baby overgebracht worden naar de afdeling intensive care voor intensievere bewaking.,0.02564102564102564,0.075,0.0011943634770452526,0.005687489484793217,"[{'rouge-1': {'r': 0.1016949152542373, 'p': 0.46153846153846156, 'f': 0.16666666370756178}, 'rouge-2': {'r': 0.0273972602739726, 'p': 0.16666666666666666, 'f': 0.0470588211044984}, 'rouge-l': {'r': 0.1016949152542373, 'p': 0.46153846153846156, 'f': 0.16666666370756178}}]","[{'rouge-1': {'r': 0.1864406779661017, 'p': 0.6875, 'f': 0.29333332997688893}, 'rouge-2': {'r': 0.0821917808219178, 'p': 0.4, 'f': 0.13636363353564054}, 'rouge-l': {'r': 0.1864406779661017, 'p': 0.6875, 'f': 0.29333332997688893}}]",0.16666666370756178,0.29333332997688893
1251,Sommige baby’s drinken gelijk beter en anderen hebben enige weken de tijd nodig. Soms laat een baby compensatiegedrag zien en klemt dan met de kaken. Treedt er geen verbetering op? Raadpleeg dan een deskundige op dit gebied. Aanvullende therapie kan hierin ondersteunen.,Hoe lang duurt het gemiddeld voordat baby's beter gaan drinken?,Sommige baby’s drinken gelijk beter en anderen hebben enige weken de tijd nodig.,0.0,0.4074074074074074,6.340935817967663e-233,0.1271357329320356,"[{'rouge-1': {'r': 0.02631578947368421, 'p': 0.1, 'f': 0.041666663368055815}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 0.02631578947368421, 'p': 0.1, 'f': 0.041666663368055815}}]","[{'rouge-1': {'r': 0.34210526315789475, 'p': 1.0, 'f': 0.5098039177700885}, 'rouge-2': {'r': 0.2926829268292683, 'p': 1.0, 'f': 0.4528301851762193}, 'rouge-l': {'r': 0.34210526315789475, 'p': 1.0, 'f': 0.5098039177700885}}]",0.041666663368055815,0.5098039177700885
1254,Sommige baby’s drinken gelijk beter en anderen hebben enige weken de tijd nodig. Soms laat een baby compensatiegedrag zien en klemt dan met de kaken. Treedt er geen verbetering op? Raadpleeg dan een deskundige op dit gebied. Aanvullende therapie kan hierin ondersteunen.,Waar dien je hulp te zoeken als een baby compensatiegedrag vertoont?,"Als een baby compensatiegedrag vertoont, kun je het beste een deskundige op dit gebied raadplegen.",0.03125,0.0625,1.56095530939992e-79,0.04489297553437908,"[{'rouge-1': {'r': 0.07894736842105263, 'p': 0.2727272727272727, 'f': 0.12244897610995427}, 'rouge-2': {'r': 0.04878048780487805, 'p': 0.2, 'f': 0.07843136939638615}, 'rouge-l': {'r': 0.07894736842105263, 'p': 0.2727272727272727, 'f': 0.12244897610995427}}]","[{'rouge-1': {'r': 0.18421052631578946, 'p': 0.5, 'f': 0.269230765295858}, 'rouge-2': {'r': 0.14634146341463414, 'p': 0.42857142857142855, 'f': 0.21818181438677692}, 'rouge-l': {'r': 0.18421052631578946, 'p': 0.5, 'f': 0.269230765295858}}]",0.12244897610995427,0.269230765295858
1259,"Een premature baby kan vaak op de natuurlijke manier, via de vagina, geboren worden. Wel heeft een premature baby minder reserve dan een voldragen pasgeborene. Tijdens de bevalling worden de harttonen bewaakt om te kunnen ingrijpen als het nodig is. Een kinderarts is direct oproepbaar. Afhankelijk van de zwangerschapsduur legt men de baby vrij snel na de geboorte in de couveuse om afkoeling te voorkomen. Ook aan een premature baby kunt u borstvoeding geven. Uit onderzoek is gebleken dat borstvoeding bij een premature baby erg belangrijk is. Afhankelijk van de leeftijd en conditie van uw baby mag u eventueel uw baby aanleggen aan de borst. Te vroeg geboren baby's drinken vaak slecht aan de borst, omdat ze meestal de kracht en zuigreflex nog niet hebben. U kunt dan kolven en de afgekolfde moedermelk via een slangetje (sonde) of flesje aan uw baby geven. Het ontslag van uw baby wordt door de kinderarts afgesproken. De duur van uw eigen ziekenhuisopname is afhankelijk van de reden van uw opname en of u spontaan bevallen bent of via een keizersnede. De gynaecoloog bepaalt uw ontslagdatum. Het is mogelijk om na uw ontslag bij uw baby te blijven, u wordt dan opgenomen als gezonde moeder of rooming- in ouder. Meer hierover kunt u lezen in de folder gezonde moeder of rooming-in ouder.",Waarom wordt een premature baby vrij snel na de geboorte in de couveuse gelegd?,"Dit gebeurt om afkoeling te voorkomen, aangezien een premature baby minder reserve heeft dan een voldragen pasgeborene.",0.04672897196261682,0.05555555555555555,1.980853782185439e-07,4.658154185063099e-06,"[{'rouge-1': {'r': 0.08943089430894309, 'p': 0.8461538461538461, 'f': 0.16176470415333047}, 'rouge-2': {'r': 0.05102040816326531, 'p': 0.7692307692307693, 'f': 0.09569377873766625}, 'rouge-l': {'r': 0.08943089430894309, 'p': 0.8461538461538461, 'f': 0.16176470415333047}}]","[{'rouge-1': {'r': 0.0975609756097561, 'p': 0.75, 'f': 0.17266186846643553}, 'rouge-2': {'r': 0.04591836734693878, 'p': 0.5625, 'f': 0.08490565898184409}, 'rouge-l': {'r': 0.08943089430894309, 'p': 0.6875, 'f': 0.1582733792578024}}]",0.16176470415333047,0.1582733792578024
1260,"Een premature baby kan vaak op de natuurlijke manier, via de vagina, geboren worden. Wel heeft een premature baby minder reserve dan een voldragen pasgeborene. Tijdens de bevalling worden de harttonen bewaakt om te kunnen ingrijpen als het nodig is. Een kinderarts is direct oproepbaar. Afhankelijk van de zwangerschapsduur legt men de baby vrij snel na de geboorte in de couveuse om afkoeling te voorkomen. Ook aan een premature baby kunt u borstvoeding geven. Uit onderzoek is gebleken dat borstvoeding bij een premature baby erg belangrijk is. Afhankelijk van de leeftijd en conditie van uw baby mag u eventueel uw baby aanleggen aan de borst. Te vroeg geboren baby's drinken vaak slecht aan de borst, omdat ze meestal de kracht en zuigreflex nog niet hebben. U kunt dan kolven en de afgekolfde moedermelk via een slangetje (sonde) of flesje aan uw baby geven. Het ontslag van uw baby wordt door de kinderarts afgesproken. De duur van uw eigen ziekenhuisopname is afhankelijk van de reden van uw opname en of u spontaan bevallen bent of via een keizersnede. De gynaecoloog bepaalt uw ontslagdatum. Het is mogelijk om na uw ontslag bij uw baby te blijven, u wordt dan opgenomen als gezonde moeder of rooming- in ouder. Meer hierover kunt u lezen in de folder gezonde moeder of rooming-in ouder.",Kan een premature baby borstvoeding krijgen?,"Ja, uit onderzoek is gebleken dat borstvoeding bij een premature baby erg belangrijk is en het is mogelijk om borstvoeding te geven aan een premature baby.",0.009345794392523364,0.06481481481481481,1.8890860475968745e-92,0.0002965997181541386,"[{'rouge-1': {'r': 0.032520325203252036, 'p': 0.6666666666666666, 'f': 0.06201550298900308}, 'rouge-2': {'r': 0.01020408163265306, 'p': 0.4, 'f': 0.019900497027301314}, 'rouge-l': {'r': 0.032520325203252036, 'p': 0.6666666666666666, 'f': 0.06201550298900308}}]","[{'rouge-1': {'r': 0.14634146341463414, 'p': 0.9, 'f': 0.25174824934226614}, 'rouge-2': {'r': 0.07142857142857142, 'p': 0.6086956521739131, 'f': 0.1278538793986781}, 'rouge-l': {'r': 0.13821138211382114, 'p': 0.85, 'f': 0.23776223535625216}}]",0.06201550298900308,0.23776223535625216
1263,"Voor de ingreep krijgt uw baby sucrose, suikerwater. Dit vermindert de pijn. Wij raden u aan voor de behandeling uw baby een paracetamol te geven. Bij oudere kinderen wordt er meestal voor gekozen de ingreep onder narcose te laten plaatsvinden.",Hoe wordt de ingreep meestal uitgevoerd bij oudere kinderen?,Meestal wordt er gekozen voor een ingreep onder narcose bij oudere kinderen.,0.043478260869565216,0.19047619047619047,2.7219253680682215e-156,4.1690527027218213e-79,"[{'rouge-1': {'r': 0.15625, 'p': 0.5555555555555556, 'f': 0.24390243559785843}, 'rouge-2': {'r': 0.02702702702702703, 'p': 0.125, 'f': 0.04444444152098785}, 'rouge-l': {'r': 0.09375, 'p': 0.3333333333333333, 'f': 0.1463414599881024}}]","[{'rouge-1': {'r': 0.3125, 'p': 0.8333333333333334, 'f': 0.4545454505785124}, 'rouge-2': {'r': 0.10810810810810811, 'p': 0.36363636363636365, 'f': 0.16666666313368064}, 'rouge-l': {'r': 0.25, 'p': 0.6666666666666666, 'f': 0.3636363596694215}}]",0.1463414599881024,0.3636363596694215
1267,"- u krijgt opnieuw een CTG, ook als het draaien niet gelukt is; 
- als uw bloedgroep Rhesus negatief en de bloedgroep van uw baby Rhesus positief is, dan krijgt u na de draaipoging een prik met Anti D, deze medicatie zorgt ervoor dat de rode bloedcellen van de baby die terechtgekomen zijn in het bloed van de moeder, worden vernietigd; 
- als het draaien gelukt is dan krijgt u een week na de uitwendige versie een afspraak voor echo-onderzoek. Hierbij wordt de ligging van uw baby gecontroleerd. Ligt de baby dan nog steeds in hoofdligging ligt, dan gaat u terug naar de verloskundige en kunt u thuis bevallen; 
- als het draaien niet gelukt is dan bevalt u in het ziekenhuis. Ook kunt u er dan voor kiezen om een nieuwe afspraak te maken om nog een keer te proberen de baby te laten draaien.",Wat gebeurt er als mijn bloedgroep Rhesus negatief is en die van mijn baby Rhesus positief?,"Als uw bloedgroep Rhesus negatief is en die van uw baby Rhesus positief, dan krijgt u na de draaipoging een prik met Anti D. Dit medicijn zorgt ervoor dat de rode bloedcellen van de baby die terechtgekomen zijn in uw bloed worden vernietigd.",0.06349206349206349,0.21212121212121213,1.195774668376045e-81,0.052592970916432995,"[{'rouge-1': {'r': 0.125, 'p': 0.7142857142857143, 'f': 0.2127659549117248}, 'rouge-2': {'r': 0.024, 'p': 0.2, 'f': 0.04285714094387764}, 'rouge-l': {'r': 0.1125, 'p': 0.6428571428571429, 'f': 0.19148935916704393}}]","[{'rouge-1': {'r': 0.3625, 'p': 0.8285714285714286, 'f': 0.5043478218525521}, 'rouge-2': {'r': 0.216, 'p': 0.6428571428571429, 'f': 0.32335328964824844}, 'rouge-l': {'r': 0.35, 'p': 0.8, 'f': 0.48695651750472596}}]",0.19148935916704393,0.48695651750472596
1268,"- u krijgt opnieuw een CTG, ook als het draaien niet gelukt is; 
- als uw bloedgroep Rhesus negatief en de bloedgroep van uw baby Rhesus positief is, dan krijgt u na de draaipoging een prik met Anti D, deze medicatie zorgt ervoor dat de rode bloedcellen van de baby die terechtgekomen zijn in het bloed van de moeder, worden vernietigd; 
- als het draaien gelukt is dan krijgt u een week na de uitwendige versie een afspraak voor echo-onderzoek. Hierbij wordt de ligging van uw baby gecontroleerd. Ligt de baby dan nog steeds in hoofdligging ligt, dan gaat u terug naar de verloskundige en kunt u thuis bevallen; 
- als het draaien niet gelukt is dan bevalt u in het ziekenhuis. Ook kunt u er dan voor kiezen om een nieuwe afspraak te maken om nog een keer te proberen de baby te laten draaien.",Wanneer wordt de ligging van mijn baby gecontroleerd na een geslaagde draaipoging?,"Een week na de uitwendige versie wordt er een afspraak gemaakt voor een echo-onderzoek, waarbij de ligging van uw baby wordt gecontroleerd.",0.03125,0.07692307692307693,3.644600803786838e-06,0.0013926891390103743,"[{'rouge-1': {'r': 0.1, 'p': 0.6666666666666666, 'f': 0.1739130412098299}, 'rouge-2': {'r': 0.032, 'p': 0.36363636363636365, 'f': 0.058823527924956785}, 'rouge-l': {'r': 0.1, 'p': 0.6666666666666666, 'f': 0.1739130412098299}}]","[{'rouge-1': {'r': 0.1875, 'p': 0.7894736842105263, 'f': 0.3030302999285787}, 'rouge-2': {'r': 0.072, 'p': 0.42857142857142855, 'f': 0.1232876687699381}, 'rouge-l': {'r': 0.1875, 'p': 0.7894736842105263, 'f': 0.3030302999285787}}]",0.1739130412098299,0.3030302999285787
1269,"- u krijgt opnieuw een CTG, ook als het draaien niet gelukt is; 
- als uw bloedgroep Rhesus negatief en de bloedgroep van uw baby Rhesus positief is, dan krijgt u na de draaipoging een prik met Anti D, deze medicatie zorgt ervoor dat de rode bloedcellen van de baby die terechtgekomen zijn in het bloed van de moeder, worden vernietigd; 
- als het draaien gelukt is dan krijgt u een week na de uitwendige versie een afspraak voor echo-onderzoek. Hierbij wordt de ligging van uw baby gecontroleerd. Ligt de baby dan nog steeds in hoofdligging ligt, dan gaat u terug naar de verloskundige en kunt u thuis bevallen; 
- als het draaien niet gelukt is dan bevalt u in het ziekenhuis. Ook kunt u er dan voor kiezen om een nieuwe afspraak te maken om nog een keer te proberen de baby te laten draaien.",Wat gebeurt er als mijn baby nog steeds in hoofdligging ligt na een geslaagde draaipoging?,"Als uw baby nog steeds in hoofdligging ligt, dan kunt u terug naar de verloskundige en kunt u ervoor kiezen om thuis te bevallen.",0.046875,0.09090909090909091,3.899121760464453e-05,0.003596093793780393,"[{'rouge-1': {'r': 0.1125, 'p': 0.6, 'f': 0.18947368155124658}, 'rouge-2': {'r': 0.024, 'p': 0.21428571428571427, 'f': 0.043165465814398916}, 'rouge-l': {'r': 0.1125, 'p': 0.6, 'f': 0.18947368155124658}}]","[{'rouge-1': {'r': 0.25, 'p': 0.9090909090909091, 'f': 0.39215685936178396}, 'rouge-2': {'r': 0.112, 'p': 0.6363636363636364, 'f': 0.19047618793095475}, 'rouge-l': {'r': 0.2375, 'p': 0.8636363636363636, 'f': 0.3725490162245291}}]",0.18947368155124658,0.3725490162245291
1270,"- u krijgt opnieuw een CTG, ook als het draaien niet gelukt is; 
- als uw bloedgroep Rhesus negatief en de bloedgroep van uw baby Rhesus positief is, dan krijgt u na de draaipoging een prik met Anti D, deze medicatie zorgt ervoor dat de rode bloedcellen van de baby die terechtgekomen zijn in het bloed van de moeder, worden vernietigd; 
- als het draaien gelukt is dan krijgt u een week na de uitwendige versie een afspraak voor echo-onderzoek. Hierbij wordt de ligging van uw baby gecontroleerd. Ligt de baby dan nog steeds in hoofdligging ligt, dan gaat u terug naar de verloskundige en kunt u thuis bevallen; 
- als het draaien niet gelukt is dan bevalt u in het ziekenhuis. Ook kunt u er dan voor kiezen om een nieuwe afspraak te maken om nog een keer te proberen de baby te laten draaien.",Is het mogelijk om een tweede draaipoging te doen als de eerste niet gelukt is?,"Ja, als de eerste draaipoging niet gelukt is, kunt u een nieuwe afspraak maken om het nog een keer te proberen.",0.0,0.06153846153846154,5.2501060406676254e-82,0.0011993470219832064,"[{'rouge-1': {'r': 0.1125, 'p': 0.6, 'f': 0.18947368155124658}, 'rouge-2': {'r': 0.016, 'p': 0.14285714285714285, 'f': 0.028776976605765857}, 'rouge-l': {'r': 0.1, 'p': 0.5333333333333333, 'f': 0.1684210499722992}}]","[{'rouge-1': {'r': 0.225, 'p': 0.9, 'f': 0.35999999680000005}, 'rouge-2': {'r': 0.08, 'p': 0.5, 'f': 0.1379310321046374}, 'rouge-l': {'r': 0.2125, 'p': 0.85, 'f': 0.33999999680000004}}]",0.1684210499722992,0.33999999680000004
1271,"Bij vroegtijdige weeën doet de gynaecoloog of klinisch verloskundige onderzoek om te beoordelen of er echt sprake is van een dreigende vroeggeboorte. Om te beoordelen of er al ontsluiting is, verricht de gynaecoloog of klinisch verloskundige meestal een inwendig onderzoek (vaginaal toucher of vaginale echo). Dit gebeurt over het algemeen alleen wanneer de vliezen niet gebroken zijn. Daarnaast zijn er andere onderzoeken om uw conditie en die van uw baby te controleren. Vaak onderzoeken we met een vaginakweek of er infecties zijn. De weeën en de reactie van de baby op deze weeën kan men beoordelen met behulp van een CTG. Dit is een afkorting voor cardiotocogram: een registratie van de hartslag van de baby en de weeën activiteit. Echoscopisch onderzoek geeft informatie over de ligging en de conditie van uw baby, de hoeveelheid vruchtwater en de plaats van de placenta (moederkoek). Met dit onderzoek is het ook mogelijk de lengte van de baarmoedermond te meten, een verkorte baarmoedermond geeft meer kans op een vroeggeboorte. Bloed- en urineonderzoek kan aanvullende informatie geven over uw conditie en over aanwijzingen voor infecties, zoals een blaasontsteking. De verpleegkundige controleert regelmatig uw temperatuur.",Hoe beoordeelt de gynaecoloog of klinisch verloskundige of er sprake is van een dreigende vroeggeboorte?,De gynaecoloog of klinisch verloskundige onderzoekt dit meestal met een inwendig onderzoek (vaginaal toucher of vaginale echo) en andere onderzoeken zoals een CTG en echoscopisch onderzoek.,0.045454545454545456,0.09782608695652174,3.2791025867045196e-06,0.001000113353364632,"[{'rouge-1': {'r': 0.10679611650485436, 'p': 0.7857142857142857, 'f': 0.18803418592738697}, 'rouge-2': {'r': 0.05357142857142857, 'p': 0.6428571428571429, 'f': 0.09890109748098057}, 'rouge-l': {'r': 0.10679611650485436, 'p': 0.7857142857142857, 'f': 0.18803418592738697}}]","[{'rouge-1': {'r': 0.1941747572815534, 'p': 0.9090909090909091, 'f': 0.31999999709952004}, 'rouge-2': {'r': 0.08333333333333333, 'p': 0.56, 'f': 0.1450777179521598}, 'rouge-l': {'r': 0.1941747572815534, 'p': 0.9090909090909091, 'f': 0.31999999709952004}}]",0.18803418592738697,0.31999999709952004
1272,"Bij vroegtijdige weeën doet de gynaecoloog of klinisch verloskundige onderzoek om te beoordelen of er echt sprake is van een dreigende vroeggeboorte. Om te beoordelen of er al ontsluiting is, verricht de gynaecoloog of klinisch verloskundige meestal een inwendig onderzoek (vaginaal toucher of vaginale echo). Dit gebeurt over het algemeen alleen wanneer de vliezen niet gebroken zijn. Daarnaast zijn er andere onderzoeken om uw conditie en die van uw baby te controleren. Vaak onderzoeken we met een vaginakweek of er infecties zijn. De weeën en de reactie van de baby op deze weeën kan men beoordelen met behulp van een CTG. Dit is een afkorting voor cardiotocogram: een registratie van de hartslag van de baby en de weeën activiteit. Echoscopisch onderzoek geeft informatie over de ligging en de conditie van uw baby, de hoeveelheid vruchtwater en de plaats van de placenta (moederkoek). Met dit onderzoek is het ook mogelijk de lengte van de baarmoedermond te meten, een verkorte baarmoedermond geeft meer kans op een vroeggeboorte. Bloed- en urineonderzoek kan aanvullende informatie geven over uw conditie en over aanwijzingen voor infecties, zoals een blaasontsteking. De verpleegkundige controleert regelmatig uw temperatuur.",Wanneer verricht de gynaecoloog of klinisch verloskundige een inwendig onderzoek?,Dit gebeurt over het algemeen alleen wanneer de vliezen niet gebroken zijn.,0.045454545454545456,0.05813953488372093,8.951091208728322e-09,2.8325364265105814e-07,"[{'rouge-1': {'r': 0.07766990291262135, 'p': 0.8, 'f': 0.14159291874070012}, 'rouge-2': {'r': 0.03571428571428571, 'p': 0.6666666666666666, 'f': 0.06779660920425166}, 'rouge-l': {'r': 0.07766990291262135, 'p': 0.8, 'f': 0.14159291874070012}}]","[{'rouge-1': {'r': 0.11650485436893204, 'p': 1.0, 'f': 0.20869565030472595}, 'rouge-2': {'r': 0.06547619047619048, 'p': 1.0, 'f': 0.12290502677943888}, 'rouge-l': {'r': 0.11650485436893204, 'p': 1.0, 'f': 0.20869565030472595}}]",0.14159291874070012,0.20869565030472595
1273,"Bij vroegtijdige weeën doet de gynaecoloog of klinisch verloskundige onderzoek om te beoordelen of er echt sprake is van een dreigende vroeggeboorte. Om te beoordelen of er al ontsluiting is, verricht de gynaecoloog of klinisch verloskundige meestal een inwendig onderzoek (vaginaal toucher of vaginale echo). Dit gebeurt over het algemeen alleen wanneer de vliezen niet gebroken zijn. Daarnaast zijn er andere onderzoeken om uw conditie en die van uw baby te controleren. Vaak onderzoeken we met een vaginakweek of er infecties zijn. De weeën en de reactie van de baby op deze weeën kan men beoordelen met behulp van een CTG. Dit is een afkorting voor cardiotocogram: een registratie van de hartslag van de baby en de weeën activiteit. Echoscopisch onderzoek geeft informatie over de ligging en de conditie van uw baby, de hoeveelheid vruchtwater en de plaats van de placenta (moederkoek). Met dit onderzoek is het ook mogelijk de lengte van de baarmoedermond te meten, een verkorte baarmoedermond geeft meer kans op een vroeggeboorte. Bloed- en urineonderzoek kan aanvullende informatie geven over uw conditie en over aanwijzingen voor infecties, zoals een blaasontsteking. De verpleegkundige controleert regelmatig uw temperatuur.",Waarvoor staat de afkorting CTG?,"CTG staat voor cardiotocogram, een registratie van de hartslag van de baby en de weeën activiteit.",0.0,0.056818181818181816,3.1018504379134067e-246,1.9039793817571818e-05,"[{'rouge-1': {'r': 0.019417475728155338, 'p': 0.4, 'f': 0.03703703615397807}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 0.009708737864077669, 'p': 0.2, 'f': 0.018518517635459576}}]","[{'rouge-1': {'r': 0.10679611650485436, 'p': 0.8461538461538461, 'f': 0.1896551704236029}, 'rouge-2': {'r': 0.05952380952380952, 'p': 0.7142857142857143, 'f': 0.10989010846999155}, 'rouge-l': {'r': 0.0970873786407767, 'p': 0.7692307692307693, 'f': 0.17241379111325805}}]",0.018518517635459576,0.17241379111325805
1274,"Bij vroegtijdige weeën doet de gynaecoloog of klinisch verloskundige onderzoek om te beoordelen of er echt sprake is van een dreigende vroeggeboorte. Om te beoordelen of er al ontsluiting is, verricht de gynaecoloog of klinisch verloskundige meestal een inwendig onderzoek (vaginaal toucher of vaginale echo). Dit gebeurt over het algemeen alleen wanneer de vliezen niet gebroken zijn. Daarnaast zijn er andere onderzoeken om uw conditie en die van uw baby te controleren. Vaak onderzoeken we met een vaginakweek of er infecties zijn. De weeën en de reactie van de baby op deze weeën kan men beoordelen met behulp van een CTG. Dit is een afkorting voor cardiotocogram: een registratie van de hartslag van de baby en de weeën activiteit. Echoscopisch onderzoek geeft informatie over de ligging en de conditie van uw baby, de hoeveelheid vruchtwater en de plaats van de placenta (moederkoek). Met dit onderzoek is het ook mogelijk de lengte van de baarmoedermond te meten, een verkorte baarmoedermond geeft meer kans op een vroeggeboorte. Bloed- en urineonderzoek kan aanvullende informatie geven over uw conditie en over aanwijzingen voor infecties, zoals een blaasontsteking. De verpleegkundige controleert regelmatig uw temperatuur.",Wat voor informatie geeft echoscopisch onderzoek?,"Echoscopisch onderzoek geeft informatie over de ligging en conditie van de baby, de hoeveelheid vruchtwater en de plaats van de placenta (moederkoek).",0.011363636363636364,0.12790697674418605,4.6478371725949e-244,0.0007694630344365009,"[{'rouge-1': {'r': 0.02912621359223301, 'p': 0.5, 'f': 0.05504587051931657}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 0.02912621359223301, 'p': 0.5, 'f': 0.05504587051931657}}]","[{'rouge-1': {'r': 0.1553398058252427, 'p': 1.0, 'f': 0.2689075606976909}, 'rouge-2': {'r': 0.10714285714285714, 'p': 0.9, 'f': 0.19148935980081486}, 'rouge-l': {'r': 0.1553398058252427, 'p': 1.0, 'f': 0.2689075606976909}}]",0.05504587051931657,0.2689075606976909
1275,"Bij vroegtijdige weeën doet de gynaecoloog of klinisch verloskundige onderzoek om te beoordelen of er echt sprake is van een dreigende vroeggeboorte. Om te beoordelen of er al ontsluiting is, verricht de gynaecoloog of klinisch verloskundige meestal een inwendig onderzoek (vaginaal toucher of vaginale echo). Dit gebeurt over het algemeen alleen wanneer de vliezen niet gebroken zijn. Daarnaast zijn er andere onderzoeken om uw conditie en die van uw baby te controleren. Vaak onderzoeken we met een vaginakweek of er infecties zijn. De weeën en de reactie van de baby op deze weeën kan men beoordelen met behulp van een CTG. Dit is een afkorting voor cardiotocogram: een registratie van de hartslag van de baby en de weeën activiteit. Echoscopisch onderzoek geeft informatie over de ligging en de conditie van uw baby, de hoeveelheid vruchtwater en de plaats van de placenta (moederkoek). Met dit onderzoek is het ook mogelijk de lengte van de baarmoedermond te meten, een verkorte baarmoedermond geeft meer kans op een vroeggeboorte. Bloed- en urineonderzoek kan aanvullende informatie geven over uw conditie en over aanwijzingen voor infecties, zoals een blaasontsteking. De verpleegkundige controleert regelmatig uw temperatuur.",Welke andere onderzoeken kunnen worden uitgevoerd om meer informatie te verkrijgen over een dreigende vroeggeboorte?,"Andere onderzoeken zoals een vaginakweek, bloed- en urineonderzoek kunnen aanvullende informatie geven over de conditie van de moeder en aanwijzingen voor infecties, zoals een blaasontsteking.",0.01098901098901099,0.08791208791208792,2.166977560965054e-83,0.0006987116610762182,"[{'rouge-1': {'r': 0.08737864077669903, 'p': 0.6, 'f': 0.15254237066216608}, 'rouge-2': {'r': 0.011904761904761904, 'p': 0.14285714285714285, 'f': 0.021978020557903724}, 'rouge-l': {'r': 0.08737864077669903, 'p': 0.6, 'f': 0.15254237066216608}}]","[{'rouge-1': {'r': 0.1553398058252427, 'p': 0.7619047619047619, 'f': 0.25806451331555674}, 'rouge-2': {'r': 0.07738095238095238, 'p': 0.5652173913043478, 'f': 0.1361256523318988}, 'rouge-l': {'r': 0.1553398058252427, 'p': 0.7619047619047619, 'f': 0.25806451331555674}}]",0.15254237066216608,0.25806451331555674
