,topic_id,filename,header,section_text,Question,Answer
600,23,Laserbehandeling,Het verloop van een laserbehandeling,"Op de polikliniek wordt de pupil met oogdruppels wijd gemaakt. Alleen bij de laser-iridotomie wordt de pupil juist met oogdruppels vernauwd. Daarnaast krijgt u oogdruppels die het hoornvlies verdoven. U steunt met uw kin op de kinsteun, net zoals bij een oogonderzoek. De oogarts zet een glazen lensje op uw oog waardoor de oogleden open blijven staan. Het plaatsen van het lensje is een vreemd gevoel maar doet geen pijn omdat het oog verdoofd is. Daarna kan de behandeling beginnen. De laserstraal wordt op uw oog gericht en u kunt dan felle lichtflitsen zien. Verder hoort u het apparaat soms tikken.",Waar moet u uw kin op steunen tijdens de laserbehandeling?,"U steunt met uw kin op de kinsteun, net zoals bij een oogonderzoek."
482,23,Scheelzienoperatie (strabismusoperatie),Hoe kunt u de oogdruppels het beste gebruiken?,"- Was uw handen. 
- Draai de dop van het flesje en zet het geopende flesje klaar. 
- Buig het hoofd zo ver mogelijk naar achteren of laat diegene die gedruppeld moet worden op de rug gaan liggen. 
- Trek daarna het onderste ooglid omlaag en neem het flesje in de andere hand. 
- Knijp in het flesje en laat een oogdruppel in het onderste, witte gedeelte van het geopende oog vallen. 
- Het is daarbij belangrijk dat het flesje het oog niet raakt omdat bij eventuele infecties daardoor de rest van de vloeistof besmet kan worden. 
- Vervolgens laat u het ooglid los en kunt u het gesloten oog afvegen. 
- Op dezelfde manier druppelt u ook het andere oog. 
- Indien u twijfelt of de druppel er wel in is gekomen, dan nogmaals druppelen. 
- Was na het druppelen weer uw handen.",Wat is de beste manier om de oogdruppels te gebruiken na een scheelzienoperatie?,"De beste manier om oogdruppels te gebruiken na een scheelzienoperatie is als volgt: 1. Was uw handen. 2. Draai de dop van het flesje en zet het geopende flesje klaar. 3. Buig het hoofd zo ver mogelijk naar achteren of laat diegene die gedruppeld moet worden op de rug gaan liggen. 4. Trek daarna het onderste ooglid omlaag en neem het flesje in de andere hand. 5. Knijp in het flesje en laat een oogdruppel in het onderste, witte gedeelte van het geopende oog vallen. 6. Het is daarbij belangrijk dat het flesje het oog niet raakt omdat bij eventuele infecties daardoor de rest van de vloeistof besmet kan worden. 7. Vervolgens laat u het ooglid los en kunt u het gesloten oog afvegen. 8. Op dezelfde manier druppelt u ook het andere oog. 9. Indien u twijfelt of de druppel er wel in is gekomen, dan nogmaals druppelen. 10. Was na het druppelen weer uw handen."
479,23,Staaroperatie,Nastaar,Na een staaroperatie kan er na verloop van tijd een troebeling ontstaan van het lenszakje waarin de kunstlens zicht bevindt. Het lijkt dan net of de staar weer terugkomt. Dit wordt nastaar genoemd en het ontwikkelt zich meestal pas maanden tot jaren na de staaroperatie. Nastaar is met behulp van een laser op de poli makkelijk te behandelen. Hierbij wordt een opening in de nastaar gemaakt. Deze behandeling is pijnloos. Meestal merkt u niets meer dan alleen een tikkend geluid en lichtflitsjes.,Hoe wordt nastaar behandeld?,Nastaar wordt met behulp van een laser op de poli behandeld door een opening in de troebeling te maken.
471,23,Vlekken en flitsen,Glasvochttroebelingen,"De meest voorkomende oorzaak van glasvochttroebelingen is veroudering. Er ontstaan verdichtingen of klonteringen in het glasvocht. Bijziende mensen hebben er meer aanleg voor. Hoewel de glasvochttroebelingen dus wel hinderlijk kunnen zijn als ze klachten geven, is het meestal een onschuldige situatie. Het zien van één of meerdere (zwevende) vlekjes ten gevolge van glasvochttroebelingen, wordt ook wel met de Franse term ‘mouches volantes’ aangeduid.",Wat zijn glasvochttroebelingen?,Glasvochttroebelingen ontstaan door verdichtingen of klonteringen in het glasvocht en worden ook wel 'mouches volantes' genoemd.
33,24,Acnes operatie,Behandeling,"Omdat de pijn zo verschilt per persoon is er niet één behandeling voor ACNES. Sommige patiënten zijn al gerustgesteld nadat deze diagnose is gesteld. Zij kunnen met behulp van adviezen hun activiteiten aanpassen op de pijn. Wanneer de pijn het dagelijks leven toch ernstig verstoort, wordt er wel een behandeling voorgesteld. Grofweg zijn er twee behandelmogelijkheden: (verdovende) injecties of een operatie. Zenuwblokkade Bij sommige pijnproblemen probeert de arts eerst door één of meer injecties vast te stellen welke zenuw de pijn veroorzaakt. Met lokale injecties wordt de beknelde zenuwtak als het ware verdoofd (zenuwblokkade). Het verdovingsmiddel in deze injectie werkt drie tot acht uur. Gedurende die tijd moet u zelf goed opletten of de pijn vermindert en of uw dagelijkse activiteiten nu beter verlopen. Vaak werkt dit direct en zijn patiënten zeer opgelucht. Meestal raakt de verdoving na een aantal uren uitgewerkt. Opvallend is echter dat bij een belangrijk deel van de mensen het pijnstillende effect langer aanhoudt dan de bekende werkingsduur van de ingespoten verdoving. Sommigen melden zelfs dagen tot weken. Bij de mensen bij wie de pijn terugkeert, stellen wij voor om herhaalde injecties te doen. Het uiteindelijke resultaat van de behandeling is meestal pas na een paar dagen tot weken goed te beoordelen. Wij zullen u na enkele weken op de polikliniek terug zien of telefonisch contact met u opnemen om het resultaat van de behandeling te bespreken. Wij kunnen niet garanderen dat u van de pijn afkomt. Het kan zijn dat uw pijnklacht niet met deze injectietherapie kan worden behandeld. Behandeling van pijnklachten die reeds langere tijd bestaan, is vaak een complex en moeizaam verlopend proces. Indien de pijn niet of nauwelijks vermindert en alternatieve behandelingen niet werken, kan eventueel een operatie uitgevoerd worden. De operatieve behandeling De operatie vindt meestal plaats onder algehele narcose. Voor de operatie wordt het pijnpunt zorgvuldig met een stift aangegeven. Op deze plaats wordt een kleine dwarse snede in de huid gemaakt. De betreffende zenuw wordt in eerste instantie los gemaakt van de spierbekleding. Op de plaats waar de zenuw door de rechte buikspier loopt, wordt de zenuw doorgesneden. Aan het einde van de operatie worden de wonden plaatselijk verdoofd. Na de operatie is de pijn daardoor meestal goed te verdragen, vooral in combinatie met pijnstillers thuis zoals voorgeschreven. Het is een relatief kleine ingreep die in principe in dagbehandeling kan plaatsvinden. Effect van de operatie De meeste patiënten zijn na de ingreep vrijwel direct van de oorspronkelijke pijn af. Soms duurt het langer voordat de pijn verdwijnt, de pijn dooft dan als het ware uit. Het pijnsysteem moet dan na lange tijd langzaam tot rust komen. Bij een deel van de patiënten, blijkt de operatie geen effect te hebben gehad. Dit kan pas na enkele weken, wanneer de wond goed genezen is, beoordeeld worden. Er kan dan gekozen worden voor een tweede operatie waarbij de zenuw als het ware dieper wordt doorgeknipt.",Wat is ACNES en welke behandelingen zijn beschikbaar?,"ACNES is een pijnklacht die soms voorkomt bij patiënten. Er zijn verschillende behandelingen beschikbaar, zoals injecties of een operatie."
486,24,Diagnostische zenuwwortelblokkade (Nocepta),Wat is een diagnostische wortelblokkade,"Om te weten te komen welke zenuwwortel belangrijk is voor het gebied waarin uw pijn zit, moet er eerst een diagnostische ofwel proefblokkade van deze zenuwwortel worden gedaan. Dit gebeurt door deze zenuwwortel (zie figuur bij nummer 5) met een injectie te verdoven zodat deze tijdelijk geen pijn meer kan geleiden. Dit is een verdoving die enkele uren werkzaam is. In die tijd is het belangrijk om te beoordelen of u pijnvermindering ervaart. Het kan nodig zijn om bij meerdere zenuwen een diagnostische blokkade uit te voeren.",Wat is een diagnostische wortelblokkade?,Een diagnostische wortelblokkade is een procedure waarbij een zenuwwortel wordt verdoofd om te bepalen welke zenuwwortel verantwoordelijk is voor de pijn in een specifiek gebied.
492,24,Pijneducatie,Bio-Psycho-Sociaal model,"We benaderen pijn vanuit dit model, biologische factoren hebben te maken met het lichaam. Verschillende factoren hebben invloed op de pijn, bv. veel (spier)spanning, ziekte, infectie, vermoeidheid, functie verlies in een lichaamsdeel of beschadiging. Psychische factoren hebben te maken met het geestelijke. Ook hier hebben verschillende factoren invloed op de pijn. Uw karakter, bent u perfectionistisch, prestatiegericht of hebt u een grote controle behoefte? Deze eigenschappen leiden over het algemeen tot meer klachten, omdat mensen vaker over hun grens heen gaan. Maar ook uw levensstijl, therapietrouw, motivatie, angst, schuldgevoel of frustratie, onjuiste gedachtes of pijn en de oorzaak hiervan zijn van invloed op uw pijn. Sociale factoren hebben te maken met uw omgeving. Hierin hebben verschillende factoren invloed op uw pijn, bv. arbeid, relatie, gezinsrol, vrije tijdsbesteding, wonen, overlijden van een dierbare, een ongeluk wat gebeurt is. Energievreters zoals letselschade en onzekerheid over toekomst hebben ook invloed op uw pijn. Waarom stress verminderen? Langdurige stress vergroot de kans op gezondheidsschade. Bij al aanwezige ziekte wordt het herstel bemoeilijkt door stress.",Waarom is het belangrijk om stress te verminderen?,Langdurige stress kan leiden tot gezondheidsschade en bemoeilijkt het herstel bij al aanwezige ziektes.
490,24,Plexus Coeliacus blokkade (Nocepta),Wat is een Plexus Coeliacus blokkade?,"Een plexus is een netwerk van zenuwen. Het zenuwnetwerk dat aan de achterzijde in de bovenbuikholte ligt, wordt in medische termen ""Plexus Coeliacus"" genoemd. Dit zenuwnetwerk is belangrijk voor pijn en kan door blokkades de pijn verminderen. Zoals bij mensen die ernstige pijnklachten hebben als gevolg van kanker van de bovenbuikorganen, bijvoorbeeld de alvleesklier, de maag en de lever. Vaak wordt medicinale alcohol gebruikt om de Coeliacus plexus te blokkeren. Soms kan deze behandeling ook effectief zijn bij alvleesklierontsteking (pancreatitis).",Wat is de medische term voor het zenuwnetwerk in de bovenbuikholte?,Het zenuwnetwerk in de bovenbuikholte wordt in medische termen aangeduid als de Plexus Coeliacus.
487,24,VNUS closure,Wat kunnen mogelijke bijwerkingen van deze behandeling zijn,"- Na de behandeling kunt u blauwe plekken hebben rond de aanprikplaats. Schrikt u daar niet van, deze verdwijnen meestal binnen enkele weken na de behandeling. 
- Soms kunt u een trekkend, iets pijnlijk gevoel krijgen in het behandelde gebied gedurende twee weken. 
- Het kan voorkomen dat u na de behandeling gevoelsstoornissen in het been of een oppervlakkige spataderontsteking krijgt. 
- Zelden komen brandwonden, trombosebeen en zenuwletsel voor.",Hoelang kan het duren voordat gevoelsstoornissen in het been optreden na een VNUS closure behandeling?,"Gevoelsstoornissen in het been kunnen na een VNUS closure behandeling optreden, maar niet altijd. Het kan tot enkele weken duren voordat dit gebeurt."
97,25,"Anale huidzwellingen, het verwijderen van (excisie anale skintags)",Voorbereiding op de operatie,Voorafgaand aan de operatie hoeft u thuis geen dieet te volgen of andere voorbereidingen te treffen. U wordt op de dag van de operatie opgenomen. Het is belangrijk dat u op de dag van de operatie nuchter bent. Wat dit voor u betekent leest u in de folder die u krijgt van de polikliniek preoperatieve screening en anesthesie .,Wat moet ik doen om mij voor te bereiden op de operatie voor het verwijderen van anale huidzwellingen?,"Voordat u de operatie ondergaat, hoeft u geen dieet te volgen of andere voorbereidingen te treffen. U moet echter wel nuchter zijn op de dag van de operatie."
494,25,Maagoperatie via kijktechniek tegen refluxziekten,Voorbereiding op de operatie,"Preoperatieve screening Als u geopereerd gaat worden, krijgt u een afspraak voor een pre-operatieve screening. Hier krijgt u informatie over de gang van zaken rondom een operatie (o.a. over de narcose) en zal een specialist (de anesthesioloog) u onderzoeken. Meer informatie hierover kunt u vinden in de folders die u ontvangt tijdens uw bezoek aan de pre-operatieve polikliniek. Nuchter Voor u onder narcose gaat moet u nuchter zijn. In het geval van deze operatie is dat belangrijk, omdat een deel of de hele maag wordt verwijderd. Omdat nuchterheid van groot belang is voor uw operatie, ontvangt u hierover een aparte folder: voorbereiding operatie/onderzoek onder anesthesie. In deze folder leest u behalve over nuchterheid nog meer over een goede voorbereiding van uw operatie. Hierin leest u ook hoe u zich hierop voorbereidt. Bijvoorbeeld doordat u voorafgaand aan de operatie: 
- Piercings en kunstnagels verwijderd. 
- Weet welke medicatie u voorafgaand aan de operatie krijgt. 
- Wat u zelf en wat ZGT doet voor uw veiligheid. Als u rookt, raden wij u aan om in ieder geval de uren voor de operatie niet te roken. Luchtwegen van rokers zijn gevoeliger voor ontstekingen. Voeding Tot 4 uur voor de operatie mag u nog normaal eten en tot 2 uur voor de operatie heldere dranken innemen. Nadien bent u nuchter. Medicijnen Gebruikt u medicatie dan kan het zijn dat u deze voorafgaand aan de operatie moet stoppen. Dit verschilt per persoon, per behandeling. Bespreek met uw medisch specialist wat voor uw situatie van toepassing is.",Wat is preoperatieve screening en wat gebeurt er tijdens een bezoek aan de pre-operatieve polikliniek?,"Preoperatieve screening is een afspraak waarbij u informatie krijgt over de gang van zaken rondom een operatie en een specialist u onderzoekt. Dit gebeurt tijdens een bezoek aan de pre-operatieve polikliniek, waarbij u ook folders ontvangt."
496,25,Operaties aan het oor,Wat kunt u bij een ooroperatie verwachten?,"Meestal vindt de operatie onder volledige narcose plaats, in bepaalde gevallen bestaat er een voorkeur om de ingreep onder plaatselijke verdoving te verrichten. Het verblijf in het ziekenhuis is mede hierdoor afhankelijk van het type operatie. Uw behandelend arts kan u dat tevoren nauwkeurig vertellen.",Waarom vindt de operatie aan het oor meestal onder volledige narcose plaats?,"De operatie aan het oor vindt meestal onder volledige narcose plaats, omdat dit tijdrovende en delicate ingrepen zijn die veel precisie en concentratie vereisen."
500,29,Acnes (Nocepta),Na de behandeling,"Na de behandeling gaat u naar de aftercare. U kunt een verdoofd gevoel of krachtsvermindering hebben aan de behandelde kant, reden waarom u na de behandeling niet zelf actief deel mag nemen aan het verkeer.",Waar moet ik na de behandeling naartoe?,"Na de behandeling dient u naar de aftercare te gaan, waar u verdere instructies en begeleiding zult ontvangen."
115,29,Acnes (Nocepta),Voorbereiding,"- Voor deze behandeling hoeft u niet nuchter te zijn 
- Overige medicatie kunt u gewoon innemen (tot een uur voor de behandeling) ook bloedverdunners, tenzij de pijnspecialist andere afspraken met u heeft gemaakt 
- Na de behandeling mag u de rest van de dag niet actief deelnemen aan het verkeer 
- Regel daarom van tevoren dat er iemand met u meerijdt 
- Draag makkelijk zittende kleding De behandeling De behandeling vindt plaats in de behandelkamer van Nocepta. U kunt zich vooraf melden bij Nocepta in de wachtruimte. Vervolgens wordt u naar de behandelkamer gebracht. Tijdens de behandeling ligt u op uw rug. Met het echoapparaat wordt de juiste positie van de pijnplek bepaald en gemarkeerd. De huid wordt lokaal verdoofd met verdovingsvloeistof. Hierna zal de naald middels echogeleiding worden ingebracht naar de pijnplek in de buikwand. Bij de behandeling middels injectie wordt er een hoeveelheid verdovend medicijn in de buikwand achtergelaten. Dit kunt u voelen als een drukverhoging in de buik. Hierna is de behandeling klaar. Uw buikhuid voelt vaak direct verdoofd aan. Bij de behandeling middels PRF controleert de pijnspecialist de positie van de naald met kleine teststromen. Er wordt aan u gevraagd of u tintelingen voelt. Gezocht wordt naar de plaats waar normaal de pijn optreedt. Als de juiste positie is gevonden wordt de naaldpunt verwarmd door een elektrisch stroompje, dit duurt 3 minuten. Hierna is de behandeling klaar. Tijdens de behandeling kunt u een wat prikkend en brandend gevoel ervaren. Bij de behandeling middels cryoleasie wordt de punt van de naald bevroren gedurende 2 keer 3 minuten.",Wanneer mag u niet nuchter zijn voor de behandeling?,U hoeft niet nuchter te zijn voor de behandeling met Acnes (Nocepta).
504,29,Endo-echoscopie (EUS) via de mond,Hulp/gezelschap,"Als u na het onderzoek naar huis gaat mag u, in verband met het uitwerken van de sedatie, niet alleen thuis zijn. Zorgt u daarom voor begeleiding voor de middag en avond. Mocht u Propofolsedatie hebben gehad dan mag u ook de nacht na het onderzoek niet alleen thuis zijn. Als u dit niet kunt regelen, meld dit dan tijdens het intakegesprek aan de behandelend medisch specialist of verpleegkundig specialist",Wat is een endo-echoscopie (EUS) via de mond?,Een endo-echoscopie (EUS) via de mond is een soort onderzoek waarbij een flexibele endoscoop via de mond wordt ingebracht om beelden te maken van de organen in de borst of buik.
502,29,STEEP procedure bij hidradenitis suppurativa onder (tumescente) lokale anesthesie,Wat wel en niet doen na de ingreep,"Door de ingreep zult u zich minder fit voelen dan dat u gewend bent. De tumescent anesthesie beïnvloedt de rijvaardigheid niet, maar het is echter niet verantwoord om zelf terug naar huis te rijden. Geadviseerd wordt om na de ingreep één tot twee weken rustig aan te doen. Dit onder meer in verband met het bevorderen van de wondgenezing.",Wat is de naam van de procedure die wordt besproken in dit document?,De STEEP procedure bij hidradenitis suppurativa.
21,30,Benzocaïne,6. BenzocaïneWat is benzocaïne en waar vind je het?,"Benzocaïne is een bekend en veel gebruikt lokaal anestheticum (verdovingsmiddel). Het wordt gebruikt in farmaceutische preparaten en soms in cosmetica. (Tand)Artsen gebruiken benzocaïne, voornamelijk op de slijmvliezen zoals in de mond, om de huid gevoelloos te maken voor een injectie.",Wat is benzocaïne?,Benzocaïne is een lokaal anestheticum dat wordt gebruikt om de huid gevoelloos te maken voor injecties.
521,30,Geurstoffen mix,Kruisreacties,"- Perubalsem; 
- Cassia olie; 
- Kaneel; 
- Cloves; 
- Citronella kaarsen; 
- Ethyleen bassylaat; 
- Tijgerbalsem.",Welke specifieke geurstoffen in deze paragraaf veroorzaken kruisreacties?,"In deze paragraaf worden specifiek Perubalsem, Cassia olie, Kaneel, Cloves, Citronella kaarsen, Ethyleen bassylaat en Tijgerbalsem genoemd als geurstoffen die kruisreacties kunnen veroorzaken."
511,30,IPPD (N-isopropyl-N fenyl-parafenyleendiamine),Waar komt IPPD o.a. in voor?,"- Rubberen banden; 
- Transportbanden; 
- Buizen en slangen van zwart rubber; 
- Autobumpers; 
- Rubberen laarzen; 
- Handvatten van machines, gereedschap, (brom)fiets, motor, etc.; 
- Zwart rubberen handschoenen; 
- Elastiek in kleding en ondergoed; 
- Duikpakken en –maskers; 
- Windsels en bandages met elasticiteit; 
- Squashballen; 
- Horlogebandjes van rubber(onderdelen); 
- (Kleur)shampoo (ook Henna).",Waar wordt IPPD onder andere voor gebruikt?,"IPPD wordt onder andere gebruikt in de productie van rubberen banden, transportbanden, buizen en slangen van zwart rubber, autobumpers, rubberen laarzen, handvatten van machines, gereedschap en voertuigen, zwart rubberen handschoenen, elastiek in kleding en ondergoed, duikpakken en -maskers, windsels en bandages met elasticiteit, squashballen, horlogebandjes van rubber en kleurshampoo."
516,30,Imidazolidinyl urea,Alternatieve namen voor imidazolidinyl urea,"- N,N-methylenebis (N'-)1- (hydroxymethyl)-2,5-dioxo-4- imidazolidinyl urea; 
- Urea, N,N-methylenebis [N'-[3- (hydroxymethyl)-2,5-dioxo-4- imidazolidinyl]; 
- 1,1'-Methylenebis[3-[3-(hydroxymethyl)- 2,5-dioxo-4-imidazolidinyl]urea]; 
- Germall 115®; 
- Imidurea NF®; 
- Biopure 100®; 
- Imidurea®; 
- Sept 115®; 
- Tristat 1U®; 
- Unicide U-13®.",Wat zijn enkele andere namen voor Imidurea NF®?,"Enkele andere namen voor Imidurea NF® zijn: N,N-methylenebis [N'-[3-(hydroxymethyl)-2,5-dioxo-4-imidazolidinyl], Urea, N,N-methylenebis[N'-[3- (hydroxymethyl)-2,5-dioxo-4- imidazolidinyl, 1,1'-Methylenebis[3-[3-(hydroxymethyl)- 2,5-dioxo-4-imidazolidinyl]urea, Germall 115®, Biopure 100®, Imidurea®, Sept 115®, Tristat 1U®, Unicide U-13®."
523,30,Kobalt,5. Kobalt Wat is kobalt en waar vind je het?,"Kobalt is een metaal dat in de grond, in stof en in zeewater voorkomt. Hieronder volgt een lijst met een aantal van de vele bronnen van kobalt en waar en hoe we ermee in contact kunnen komen: 
- Kobaltblauw pigment in porselein, glas, aardewerk, keramiek en emaille; 
- Kobaltblauw in blauwe en groene waterverf, kleurpotloden en stiften; 
- Metalen voorwerpen; gespen, knopen, ritsen, etc.; 
- Medisch gebruik: vitamine B12 preparaten, metalen prothesen, gebitselementen en plaatjes; 
- Haarverf (in licht bruine tinten); 
- Deodorant; 
- Cement; 
- Rubberen banden; 
- Oliën; 
- Verf; 
- Polyester hars.",Wat zijn de toepassingen van kobalt?,"Kobalt wordt gebruikt in onder andere porselein, glas, aardewerk, keramiek, emaille, waterverf, metaal voorwerpen, medische producten, haarverf, deodorant, cement, rubberen banden, oliën en verf."
517,30,Thiuram mix,Hoe kan ik thiuram mix vermijden?,"De beste manier om iets te vermijden is door zich bewust te zijn welke producten thiuram mix bevatten. Over het algemeen is het erg moeilijk om te bepalen welke rubberversnellers er in een bepaald product voorkomen. Minimaliseer blootstelling aan alle rubberproducten en gebruik alternatieven zoals vinyl, plastic, hout, leer of stof. Bepaalde producten worden onder de naam hypoallergeen verkocht. Toch is het verstandig om voor gebruik contact op te nemen met de fabrikant om navraag te doen naar de gebruikte rubberversnellers. Vinyl handschoenen kunnen een geschikt alternatief zijn hoewel sommige mensen voor zowel rubber als vinyl allergisch kunnen zijn. Tactylon® handschoenen zijn voor de meeste mensen een goed alternatief. Wees er op verdacht dat niet rubberen handschoenen minder bescherming bieden tegen virussen en bepaalde chemicaliën dan rubberen handschoenen. Wanneer u een rubberallergie heeft en een chirurgische- of tandheelkundige behandeling moet ondergaan dan moet u uw (tand)arts inlichten over deze allergie. Vermijd het dragen van schoenen waarin rubber is verwerkt. Sokken of panty’s die gedragen zijn in een schoen die rubber bevat, kunnen zijn gecontamineerd en kunnen ook een allergische reactie veroorzaken. Deze sokken kunnen beter niet meer worden gedragen, omdat zelfs na het wassen niet alle rubberdeeltjes verdwijnen. Condooms die geen rubber bevatten (o.a. Durex Avanti) en plastic diafragma’s zijn een goed alternatief. Bedek armleuningen van meubilair met bv een handdoek en vermijd het blootvoets lopen op tapijt en vloerbedekking.",Wat is een geschikt alternatief voor rubberen handschoenen voor mensen met een rubberallergie?,Vinyl handschoenen zijn een geschikt alternatief voor rubberen handschoenen. Tactylon® handschoenen zijn ook een goede optie voor de meeste mensen.
513,30,Thiuram mix,Waarin kan thiuram mix voorkomen?,"- Antislip op bv tapijten; 
- Ballonnen; 
- Elastiek; 
- Tuinslang en tuinhandschoenen; 
- Huishoudhandschoenen; 
- Hoofdkussens en matrassen; 
- Handvatten waarin rubber is verwerkt; 
- Keukengereedschap waarin rubber is verwerkt; 
- Duikbril, badmuts etc.; 
- Rubberen laarzen; 
- Sportschoenen; 
- Pantoffels; 
- Rubberen binnenzolen van schoenen; 
- Beha’s; 
- Sponzen waarin rubber is verwerkt; 
- Rubberlatex condooms; 
- Landbouwgif; 
- Oortelefoons; 
- Antivlooien- en antitekenmiddelen bij huisdieren; 
- Andere producten waarin rubber is verwerkt.",Welke specifieke producten kunnen thiuram mix bevatten?,"Thiuram mix kan voorkomen in onder andere antislip op tapijten, ballonnen, elastiek, rubberen huishoudhandschoenen, hoofdkussens, matrassen, handvatten, keukengereedschap, duikbrillen, rubberen laarzen, sportschoenen, pantoffels, rubberen binnenzolen van schoenen, beha's, sponzen, rubberlatex condooms, landbouwgif, oortelefoons, antivlooien- en antitekenmiddelen bij huisdieren, en andere producten waarin rubber is verwerkt."
91,33,Bipolaire enucleatie van de prostaat,Na de operatie,"Na de operatie verblijft u tijdelijk op de uitslaapkamer. Zodra de anesthesist akkoord geeft, haalt de afdelingsverpleegkundige u op. U heeft een infuus waarmee vocht en eventueel medicatie kan worden toegediend en een blaaskatheter met eventueel een spoelsysteem. De urine kan soms bloederig zijn omdat de prostaat zeer veel kleine bloedvaatjes heeft die na de operatie weer gemakkelijk kunnen gaan bloeden. Hoe lang de urine bloederig blijft verschilt per persoon. Dit is ook afhankelijk van hoeveel u drinkt. De katheter is een slangetje dat normaal niet in het lichaam hoort. De blaas kan proberen het slangetje ‘uit te plassen’, waardoor u zogenaamde blaaskrampen kunt ervaren. U krijgt dan het gevoel dat u erg nodig naar het toilet moet. Ook kunt u pijn ervaren die uitstraalt naar het topje van de penis. Deze krampen kunnen met medicatie worden bestreden, laat uw verpleegkundige dus weten wanneer u hier last van heeft. Indien uw situatie het toestaat, mag u de dag van de operatie alweer uit bed.",Hoe wordt mijn blaas gekatheteriseerd na de bipolaire enucleatie van de prostaat?,Tijdens de bipolaire enucleatie van de prostaat wordt uw blaas gekatheteriseerd met een blaaskatheter met eventueel een spoelsysteem.
526,33,Postoperatieve ileus,Misselijkheid/braken,"De verpleegkundige zal een slangetje via uw neus, door uw keel en vervolgens in uw maag brengen, dit heet een maagsonde. Uw maag produceert iedere dag zo’n 1,5 liter aan verteringssappen. Normaal gesproken wordt dit door de darmen gebruikt voor het verteren van voedsel, echter nu zal dit zich ophopen in uw maag. Door middel van de maagsonde kunnen deze verteringssappen worden verwijderd waardoor misselijkheid in veel gevallen wordt bestreden en braken wordt voorkomen. Uw maag kan hierdoor tot rust komen en herstellen. Ook komt er zo minder druk op uw darmen waardoor de opgezette buik en eventuele pijnklachten wat verminderd kunnen worden. Mocht de misselijkheid toch aanhouden, dan zal de verpleegkundige u medicatie toedienen om deze klachten te bestrijden.",Wat is een maagsonde?,"Een maagsonde is een slangetje dat via uw neus, door uw keel en in uw maag wordt gebracht om verteringssappen te verwijderen."
532,33,Tips & regels voor uw leven met peritoneaal dialyse,Paardrijden,"Wanneer u intensief paardrijdt, is de kans op complicaties aan de katheter en de huidpoort groter. Ook bij het beoefenen van deze sport moet de katheter goed worden gefixeerd. Bij intensief paardrijden, kan ook een bodyprotector gebruikt worden. Voor meer informatie over de bodyprotector kunt u terecht bij uw thuisdialyseverpleegkundige.",Wat zijn de tips en regels voor het leven met peritoneaal dialyse?,"Enkele tips en regels voor het leven met peritoneaal dialyse zijn onder andere: zorg ervoor dat de katheter en de huidpoort goed gefixeerd zijn tijdens intensief paardrijden, en gebruik eventueel een bodyprotector."
525,33,Transurethrale resectie prostaat,De volgende dag,"U mag de volgende dag weer uit bed. Indien u voldoende hersteld bent mag het infuus in de loop van de dag worden afgekoppeld. Het spoelsysteem wordt op instructie van de uroloog, afhankelijk van de kleur van de urine verwijderd. De blaaskatheter en de eventuele buikkatheter blijven nog zitten.",Wat is de belangrijke opmerking bij het genereren van vragen over een transurethrale resectie prostaat?,"Bij het genereren van vragen, gebruik specifieke termen en benamingen uit het document in plaats van algemene termen zoals 'dit onderzoek' of 'die procedure'. Verwijs direct naar de procedure of het document met de exacte naam om nauwkeurigheid en duidelijkheid in de vragen te waarborgen."
119,34,"AC kuur à 2 weken, patiënteninformatie",Het verloop van de AC kuur,U begint met een chemokuur. Deze kuur bestaat uit twee medicijnen. 1. Adriamycine (=Doxorubicine) 2. Cyclofosfamide,Wat is het verloop van de AC kuur?,Het verloop van de AC kuur bestaat uit 2 weken en begint met een chemokuur bestaande uit twee medicijnen: 1. Adriamycine (=Doxorubicine) 2. Cyclofosfamide.
536,34,"BEACOPP (escalated), patiënteninformatie",U begint met een chemokuur. Deze kuur bestaat uit zeven medicijnen:,"1. Bleomycine 2. Etoposide 3. Adriamycine (=doxorubicine) 4. Cyclofosfamide 5. Oncovin (=vincristine) 6. Procarbazine (tabletten, worden thuis ingenomen) 7. Prednison (tabletten, worden thuis ingenomen)",Welke zeven medicijnen worden gebruikt bij de chemokuur BEACOPP (escalated)?,"De chemokuur BEACOPP (escalated) bestaat uit de volgende zeven medicijnen: 1. Bleomycine, 2. Etoposide, 3. Adriamycine (=doxorubicine), 4. Cyclofosfamide, 5. Oncovin (=vincristine), 6. Procarbazine (tabletten, worden thuis ingenomen), 7. Prednison (tabletten, worden thuis ingenomen)."
538,34,"Destiny Breast 06 studie, T-DXd patiënteninformatie",Het verloop van de T-DXd kuur,U begint met een chemokuur. Deze kuur bestaat uit één medicijn. 1 Trastuzumab Deruxtecan,Wat is de naam van het medicijn dat wordt gebruikt voor de chemokuur bij de T-DXd kuur?,Het medicijn dat wordt gebruikt voor de chemokuur bij de T-DXd kuur is Trastuzumab Deruxtecan.
