,topic_id,filename,header,section_text,Question,Answer
429,26.0,CT schedel kind  (ZGT Almelo),Vragen,"Heeft u na het lezen van deze folder nog vragen, stel ze dan gerust. De medisch specialist of de verpleegkundige wil ze graag beantwoorden.",Wie is verantwoordelijk voor het beantwoorden van mijn vragen?,De medisch specialist of verpleegkundige is verantwoordelijk voor het beantwoorden van uw vragen.
432,26.0,Fem pop bypass,Tot slot,In deze folder leest u over het algemene verloop van de opname. Het kan zijn dat uw opname anders verloopt dan hier beschreven. Mocht u na het lezen van deze folder nog vragen hebben stel ze dan gerust. Wij willen ze graag voor u beantwoorden. U kunt tijdens kantooruren contact opnemen met het secretariaat vaatchirurgie van ZGT.,Wat is de duur van een gemiddelde opname na een fem pop bypass?,De duur van een gemiddelde opname na een fem pop bypass kan verschillen. Het verloop van de opname kan afwijken van de algemene beschrijving in deze folder.
428,26.0,Verwijderen van de neus- en keelamandelen bij kinderen,Vragen,"Mocht u na het lezen van deze folder nog vragen hebben, stel ze dan gerust. De arts of kinderverpleegkundige wil ze graag beant- woorden.",Van wie kan mijn kind antwoorden verwachten op de vragen?,De arts of kinderverpleegkundige beantwoordt de vragen.
433,26.0,Vochtbalans bijhouden,Vragen,Mocht u na het lezen van deze folder nog vragen hebben dan kunt u terecht bij de verpleegkundige van de afdeling.,Wat is het belang van het bijhouden van een vochtbalans?,Het bijhouden van een vochtbalans is belangrijk voor het monitoren van de vochtinname en -uitstoot van een patiënt. Dit kan helpen bij het identificeren van eventuele onbalans en het nemen van de juiste maatregelen om deze te corrigeren.
562,26.0,Zorg voor kwetsbare ouderen in ZGT,Vragen,"Als u na het lezen van deze folder nog vragen hebt, stel ze dan gerust. De medisch specialist of verpleegkundige wil ze graag beantwoorden.",Wie wil mijn vragen over zorg voor kwetsbare ouderen in ZGT graag beantwoorden?,De medisch specialist of verpleegkundige willen uw vragen over zorg voor kwetsbare ouderen in ZGT graag beantwoorden.
91,27.0,Actigrafie bij kinderen,Waarom krijgt uw kind dit onderzoek?,In de leeftijd van 0-18 jaar komen bij ongeveer een derde van de kinderen slaapproblemen voor. Deze problemen kunnen door actigrafie objectief worden vastgelegd. De Motionwatch® moet zeven tot veertien dagen gedragen worden en houdt de dagelijkse bewegingen van uw kind bij. Dit geeft inzicht in welke tijden uw kind slaapt en wakker is en kan helpen bij het stellen van een diagnose.,Hoe lang moet de Motionwatch® gedragen worden bij actigrafie?,De Motionwatch® moet zeven tot veertien dagen gedragen worden bij actigrafie.
443,27.0,"OSAS, Obstructief Slaap Apneu Syndroom",Verschijnselen,"’s Nachts 
- Zwaar snurken; 
- Ademstilstanden (vraag uw partner); 
- Wakker schrikken met verstikkingsgevoelens; 
- Verminderde zin in seks en/of impotentie; 
- Nachtzweten; 
- Regelmatig toiletbezoek; 
- Droge mond bij het ontwaken; 
- Nachtmerries. Overdag 
- Slaperigheid overdag; 
- Vaak even in slaap vallen; 
- Ochtendhoofdpijn; 
- Moeite met wakker blijven in de auto; 
- Concentratieproblemen; 
- Vergeetachtigheid; 
- Stemmingswisselingen (kort lontje); 
- Beklemmend gevoel op de borst. Niet iedereen heeft al deze verschijnselen. Maar zijn er 6 of meer punten waarin u zich herkend dan is de kans groot dat deze verschijnselen komen door de slaapapneu. Afbeelding 2b: De slaappatronen van een OSAS patiënt Afbeelding 2a: De slaappatronen van een gezond persoon.",Wat zijn de verschijnselen van OSAS?,"De verschijnselen van OSAS zijn onder andere: zwaar snurken, ademstilstanden, wakker schrikken met verstikkingsgevoelens, verminderde zin in seks, nachtzweten, regelmatig toiletbezoek, droge mond bij het ontwaken, nachtmerries, slaperigheid overdag, vaak even in slaap vallen, ochtendhoofdpijn, moeite met wakker blijven in de auto, concentratieproblemen, vergeetachtigheid, stemmingswisselingen en een beklemmend gevoel op de borst."
447,27.0,Polysomnografie met MSLT bij kinderen,Slaaponderzoek bij kinderen,De slaapspecialist verwijst uw kind voor een slaaponderzoek (polysomnografie) met aansluitend een MSLT (Multi Sleep Latency Test). Deze folder geeft u hierover meer informatie.,Waarvoor staat de afkorting MSLT tijdens een slaaponderzoek?,MSLT staat voor Multi Sleep Latency Test.
437,27.0,Slaaphygiënische maatregelen,6. Zorg voor optimale slaapkameromstandigheden,"Goede ventilatie, niet te warm, niet te koud, niet te veel licht en zo min mogelijk storende geluiden. Het is belangrijk dat u zich veilig voelt in bed. Ook een ruim bed, een goed matras en schoon beddengoed kunnen het slapen verbeteren. Draai de wekker om zodat u er niet steeds op kunt kijken.Het steeds zien van de tijd geeft alleen maar onrust. Controleer de slaapkamer op lawaai. Maak eventueel gebruik van oordopjes.",Waarom is het belangrijk om je veilig te voelen in bed?,Het is belangrijk om je veilig te voelen in bed omdat dit kan bijdragen aan een ontspannen en rustige nachtrust. Dit kan helpen om slaapproblemen te voorkomen.
449,27.0,Slaapproblemen bij kinderen,Onderzoek en behandeling,"Om inzicht te krijgen in de slaapstoornis van uw kind maakt ZGT-slaapcentrum gebruik van vragenlijsten, een slaap- waakkalender en een intakegesprek. Ook kunnen aanvullende onderzoeken gedaan worden. Voor deze onderzoeken zijn ook folders ontwikkeld. Naar aanleiding van de uitkomsten van zo’n onderzoek kan een passend behandelplan opgesteld worden. Hiervoor werkt het slaapcentrum nauw samen met neurologen, kinderartsen, psychiaters, medisch pedagogisch zorgverleners, verpleegkundig specialist, en laboranten. Samen met deze specialisten komen we regelmatig bij elkaar voor een multidisciplinair overleg. Als het nodig is worden ook longartsen, KNO-artsen en andere zorgverleners betrokken.",Met welke specialisten werkt het slaapcentrum samen voor het opstellen van een behandelplan?,"Het slaapcentrum werkt nauw samen met neurologen, kinderartsen, psychiaters, medisch pedagogisch zorgverleners, verpleegkundig specialist, en laboranten voor het opstellen van een passend behandelplan."
440,27.0,Zorg voor kwetsbare ouderen in ZGT,Wat kunt u ervan merken?,"Het is belangrijk om de tekenen te herkennen die voorafgaand aan een acute verwardheid kunnen ontstaan bij uw naaste. Dit zijn de tekenen die voor kunnen komen: 
- overdag slapen en ’s avonds en ’s nachts wakker liggen; 
- levendige dromen of nachtmerries; 
- hallucinaties hebben; 
- moeilijkheden hebben met concentreren en helder denken, sneller dan normaal afgeleid zijn; 
- uw naaste begrijpt niet wat u zegt; 
- moeite om het overzicht te houden; 
- sterker dan normaal reageren op prikkels zoals licht en geluid; 
- rusteloos zijn, bijvoorbeeld pakken/plukken met de dekens in bed. Of in zittende houding geen rust kunnen vinden (wil steeds opstaan); 
- angstig, wantrouwend of geïrriteerd reageren; 
- heel stil en teruggetrokken zijn, dit in tegenstelling tot wat u normaal gewend bent; 
- niet helder zijn, in een soort droomtoestand verkeren; 
- uw naaste onderneemt weinig terwijl dit normaal wel het geval is. Als u één van bovenstaande tekenen opmerkt tijdens uw bezoek, is het belangrijk dit te melden bij de verpleegkundige. De verpleegkundige kan dit weer doorgeven aan de medisch specialist. Als het nodig is kan hierop actie worden ondernomen.",Wat zijn de tekenen die kunnen voorkomen bij een acute verwardheid?,"De tekenen die kunnen voorkomen bij een acute verwardheid zijn onder andere overdag slapen en 's avonds en 's nachts wakker liggen, levendige dromen of nachtmerries, hallucinaties hebben, moeilijkheden hebben met concentreren en helder denken, sneller dan normaal afgeleid zijn, niet begrijpen wat er gezegd wordt, moeite hebben om het overzicht te houden, sterker dan normaal reageren op prikkels zoals licht en geluid, rusteloos zijn, angstig, wantrouwend of geïrriteerd reageren, heel stil en teruggetrokken zijn, niet helder zijn en weinig ondernemen."
93,28.0,Afdelingsfolder Eerste Hart Hulp,Eerste Hart Hulp (EHH),"Wanneer er een vermoeden is dat uw klachten worden veroorzaakt door uw hart, wordt u doorverwezen naar de Eerste Hart Hulp. In deze folder leest u meer informatie over de Eerste Hart Hulp en de onderzoeken. ZGT Almelo heeft een eerste harthulp en een hartbewaking.",Wat is Eerste Hart Hulp (EHH)?,Eerste Hart Hulp (EHH) is de afdeling waar patiënten worden behandeld die mogelijk klachten hebben die worden veroorzaakt door het hart.
454,28.0,"Eventrecorder 3 leads, patiëntendagboek",Wat is een eventrecorder?,"Een eventrecorder is een apparaat dat de elektrische hartactiviteit registreert en opslaat. Zo kunnen hartritmestoornissen opgespoord worden. Daarnaast kunt u zelf opnames maken op het moment wanneer u hartklachten ervaart. De informatie wordt vervolgens automatisch doorgestuurd naar de polikliniek cardiologie, zodat dit kan worden beoordeeld.",Wat is een eventrecorder?,Een eventrecorder is een apparaat dat de elektrische hartactiviteit registreert en opslaat. Zo kunnen hartritmestoornissen opgespoord worden.
452,28.0,Myocardperfusiescan-inspanning,De uitslag,Om te horen wat het onderzoek heeft uitgewezen wordt er een afspraak ingepland met uw behandelend cardioloog. Over de afspraak krijgt u telefonisch of schriftelijk bericht.,Wie bespreekt de uitslag van de Myocardperfusiescan-inspanning met u?,Uw behandelend cardioloog.
87,3.0,Activiteitentherapie,Activiteitentherapie,"Een ziekenhuisopname is meestal geen prettige tijd. U kunt last hebben van lichamelijke klachten en beperkingen, pijn, problemen met uw geheugen en concentratie en/of verminderde stemming. Het is belangrijk om wel actief te blijven tijdens uw opname. Wanneer u niet actief bent, kan dit ervoor zorgen dat uw lichamelijke of geestelijke gezondheid vermindert en u uw zelfstandigheid (deels) verliest. Het kan er ook voor zorgen dat u opnieuw in het ziekenhuis moet worden opgenomen. Uw zorgprofessional heeft u daarom aangemeld voor activiteitentherapie. Activiteitentherapie helpt u om fysiek en mentaal (geestelijk) actief te blijven door verschillende activiteiten aan te bieden. Voorbeelden hiervan zijn: bewegen, denkopdrachten, muziek, creativiteit en ontspanningsoefeningen. Hierbij kunnen we digitale hulpmiddelen inzetten. Deze activiteiten doet u alleen met een activiteitentherapeut, of in een groep.",Welke activiteiten worden aangeboden in activiteitentherapie?,"In activiteitentherapie worden verschillende activiteiten aangeboden, zoals bewegen, denkopdrachten, muziek, creativiteit en ontspanningsoefeningen."
274,3.0,Afdeling medische psychologie,Groepsbehandeling,"Bij groepsbehandeling kan het accent liggen op het verstrekken van informatie (psycho- educatie), aanleren van vaardigheden, leren hanteren van uw problemen en lichamelijke klachten (coping) en komen tot realistische verwachtingen en gedachten.",Wat is het doel van groepsbehandeling in de afdeling medische psychologie?,"Het doel van groepsbehandeling is om informatie te verstrekken, vaardigheden aan te leren, het hanteren van problemen en lichamelijke klachten te leren en realistische verwachtingen en gedachten te ontwikkelen."
309,3.0,"Bewegen en of oedeemvorming na een liesklieroperatie, fysiotherapie",4. Oncologische revalidatie binnen ZGT,"Tijdens of na de behandeling van kanker kunt u vermoeidheidsklachten, een verminderde conditie en/of psychologische problemen hebben. De professionals van ZGT helpen u bij het aanpakken van deze problemen, wat kan leiden tot een sneller en beter herstel.",Wat is de rol van fysiotherapie na een liesklieroperatie?,Na een liesklieroperatie kan er bewegingsbeperking of oedeemvorming optreden. Fysiotherapie kan helpen om deze klachten te verminderen en het herstel te bevorderen.
318,3.0,"Casemanagerschap (CM), patiënteninformatiefolder",Casemanager,"De casemanager is een vaste begeleider voor u en uw naasten. De casemanager begeleidt, denkt mee, adviseert en helpt keuzes te maken. Hij/zij biedt u ook een luisterend oor en emotionele begeleiding. Het doel is om u te ondersteunen bij het grip krijgen op uw behandelproces en u te helpen eigen keuzes te maken. De casemanager is een verpleegkundige of soms een verpleegkundig specialist. Het casemanagerschap doen zij naast hun normale werkzaamheden op een polikliniek of verpleegafdeling. Al deze verpleegkundigen zijn geschoold in het casemanagerschap. De frequentie van de bezoekmomenten en/of telefonisch contact wordt samen met u afgestemd. Samen met u en uw naasten inventariseert de casemanager aan welke vorm van ondersteuning en zorg u behoefte heeft. De casemanager kan bijvoorbeeld behandelaars met elkaar in contact brengen op het moment dat u ervaart dat er sprake is van informatie en/of behandeling die niet op elkaar aansluit. Ook kan de casemanager u in contact brengen met behandelaars als u daar behoefte aan heeft.",Kunnen casemanagers u in contact brengen met behandelaars?,"Ja, als u behoefte heeft aan contact met een behandelaar kan de casemanager dit voor u regelen."
273,3.0,"Casemanagerschap (CM), patiënteninformatiefolder",Hoe krijg ik een casemanager?,"Eén van uw behandelaars (medisch specialist, verpleegkundig specialist of physician assistant) heeft met u gesproken over het casemanagerschap. Indien u gebruik wenst te maken van een casemanager dan kunt u dit bij de behandelaar aangeven die dit met u heeft besproken. Hij/zij zet het casemanagerschap voor u in gang waarna de casemanager contact met u opneemt.",Wat is casemanagerschap?,"Casemanagerschap is het proces waarbij één van uw behandelaars (medisch specialist, verpleegkundig specialist of physician assistant) samenwerkt met u om uw zorgverlening te coördineren en te verbeteren."
258,3.0,Consultteam ondersteunende en palliatieve zorg.,Consultteam voor ondersteunende en,"palliatieve zorg De teamleden zijn: 
- Mw E. Siemerink, internist-oncoloog 
- Hr. B. Schot, internist-hematoloog 
- Mw H. Klaren, klinisch geriater 
- Mw. J. Staal, longarts 
- Mw B. Heslinga, kaderhuisarts palliatieve zorg 
- Mw Y. Schilthuis, kaderhuisarts palliatieve zorg, SCEN-arts 
- Mw M. Bijen, verpleegkundig specialist palliatieve zorg 
- Mw K. Haarman, verpleegkundig specialist palliatieve zorg 
- Mw. M. Kamphuis, gespecialiseerd verpleegkundige 
- Mw A. Stienstra, geestelijk verzorger 
- Mw T. Brandsema, poliklinisch apotheker 
- Mw H. Haverkate, poliklinisch apotheker 
- Mw. P. Jassies, oncologie fysiotherapeut Zo nodig worden andere disciplines ingeschakeld.",Welke artsen maken deel uit van het Consultteam voor ondersteunende en palliatieve zorg?,"De teamleden zijn: Mw E. Siemerink, internist-oncoloog, Hr. B. Schot, internist-hematoloog, Mw H. Klaren, klinisch geriater, Mw. J. Staal, longarts, Mw B. Heslinga, kaderhuisarts palliatieve zorg, Mw Y. Schilthuis, kaderhuisarts palliatieve zorg, SCEN-arts, Mw M. Bijen, verpleegkundig specialist palliatieve zorg, Mw K. Haarman, verpleegkundig specialist palliatieve zorg, Mw. M. Kamphuis, gespecialiseerd verpleegkundige, Mw A. Stienstra, geestelijk verzorger, Mw T. Brandsema, poliklinisch apotheker, Mw H. Haverkate, poliklinisch apotheker, Mw. P. Jassies, oncologie fysiotherapeut. Zo nodig worden andere disciplines ingeschakeld."
293,3.0,"Dementie, casemanager",Waarom een casemanager dementie?,"Dementie is een ingrijpende ziekte voor alle betrokkenen. De ziekte ontwikkelt zich vaak gedurende meerdere jaren en roept vele vragen op. Met hulp van naasten, professionele begeleiding en zorg kan de persoon met dementie zo lang en goed mogelijk thuis blijven wonen. De casemanager dementie helpt u om dit zo goed mogelijk te regelen. Een casemanager dementie kijkt naar de behoeften van de mensen met dementie en de mantelzorger(s). Om, indien nodig, zorg en hulp te regelen. De casemanager weet de weg in ‘zorgland’ en kan adviseren over zorg en ondersteuning (nu of in de toekomst), maar ook praktische tips en adviezen geven. Casemanagers hebben kennis van dementie- en mantelzorgproblematiek. Ze zijn het vaste aanspreekpunt en kunnen u informeren en adviseren en u helpen omgaan met de veranderingen die de ziekte in uw leven veroorzaakt. De casemanager is een vast aanspreekpunt met een bekend gezicht. Dat is vertrouwd en handig. Want zij of hij kent uw persoonlijke situatie en uw persoonlijke wensen en kan daar dus uw hele ziekteproces rekening mee houden.",Hoe kan de persoon met dementie zo lang mogelijk thuis blijven wonen?,"Met hulp van naasten, professionele begeleiding en zorg kan de persoon met dementie zo lang en goed mogelijk thuis blijven wonen."
319,3.0,Focale vulvitis,De seksuoloog,"Bij onvoldoende resultaat van bovenstaande behandeling, problemen met het vrijen zonder gemeenschap, psychische problemen hierdoor of problemen in de relatie, kunt u door uw gynaecoloog worden doorverwezen naar de seksuoloog. Het secretariaat van de polikliniek seksuologie is te bereiken via telefoonnummer 088 708 36 20.",Wat zijn de symptomen van focale vulvitis?,De symptomen van focale vulvitis zijn pijn en irritatie van bepaalde delen van de vulva.
269,3.0,"Galstenen, keuzehulp",Let op,"Als u de keuzehulp heeft afgerond, kunt u de resultaten niet nog een keer bekijken. Wilt u dat wel? Dan moet u de keuzehulp nog een keer maken. Als u de keuzehulp heeft doorlopen, kunt u de resultaten niet nog nogmaals inzien. In dat geval zult de keuzehulp opnieuw moeten doorlopen.",Hoeveel keren kunt u de resultaten van de keuzehulp bekijken?,"U kunt de resultaten van de keuzehulp maar één keer bekijken. Wilt u de resultaten nog een keer zien, dan zult u de keuzehulp opnieuw moeten doorlopen."
321,3.0,"Individuele CGT, P19",Individuele cognitieve gedragstherapie P19,"Bent u somber, angstig of piekert u dikwijls over lichamelijke klachten? Dan gaat dit vrijwel altijd samen met automatische negatieve gedachten. Het zijn juist deze gedachten die de klachten versterken en soms zelfs veroorzaken. Het hebben van klachten belemmert u vanzelfsprekend in het dagelijks leven. Herkent u dit? Dan kan cognitieve gedragstherapie (CGT) iets voor u zijn.",Wat is individuele cognitieve gedragstherapie?,"Individuele cognitieve gedragstherapie is een therapievorm die zich richt op het veranderen van negatieve gedachtenpatronen die samenhangen met sombere gevoelens, angst en piekeren over lichamelijke klachten."
288,3.0,"Individuele CGT, P19",Resultaat,"Het resultaat is in belangrijke mate afhankelijk van uw eigen inzet gedurende de behandeling. Wij vragen u actief mee te denken en te doen, uw huiswerk consequent bij te houden en de bereidheid te hebben uw ‘oude patronen’ los te laten. Verschillende onderzoeken hebben uitgewezen dat CGT een gunstig effect heeft op depressieve, angst- en piekerklachten.",Wat is de belangrijkste factor voor het succes van een individuele CGT behandeling?,De belangrijkste factor voor het succes van een individuele CGT behandeling is de eigen inzet van de patiënt gedurende de behandeling.
314,3.0,Medisch maatschappelijk werk,Wat kunt u verwachten,"De medisch maatschappelijk werker van de dialyseafdeling heeft zich gespecialiseerd in het werken met mensen met een chronische nierziekte. De medisch maatschappelijk werker maakt deel uit van het behandelteam en werkt aanvullend op de verpleegkundige en medisch specialist. Omdat er veel gebeurt op maatschappelijk, emotioneel en lichamelijk gebied en het een niet los te zien is van het ander, zoekt de maatschappelijk werker samen met u naar antwoorden op uw vragen. Het doel daarvan is leren omgaan met uw situatie en kunnen functioneren in uw eigen omgeving.",Maakt de medisch maatschappelijk werker deel uit van het behandelteam?,"Ja, de medisch maatschappelijk werker is onderdeel van het behandelteam en werkt samen met de verpleegkundige en medisch specialist."
268,3.0,Mentaal herstellen na IC-opname voor patiënten en hun naasten,Concentratie en geheugen,"Naast emotionele gevolgen hebben veel mensen ook concentratie- en geheugenproblemen. Deze kunnen vervelend zijn in het dagelijks leven. Bij veel mensen verminderen deze klachten na een tijd helemaal, of zijn ze veel minder. Activiteiten zoals televisiekijken, lezen en het voeren van gesprekken kunnen tijdelijk vermoeiender zijn dan u van uzelf gewend bent. Probeer om lichamelijke en mentale inspanningen en ontspannende activiteiten af te wisselen. Wanneer echter de concentratie- en geheugenklachtenklachten lang aanhouden en u in uw bezigheden blijven hinderen, dan adviseren wij om hierover contact op te nemen met uw huisarts.",Wat wordt aangeraden bij vermoeiende activiteiten na een IC-opname?,Bij vermoeiende activiteiten na een IC-opname wordt aangeraden om lichamelijke en mentale inspanningen en ontspannende activiteiten af te wisselen.
277,3.0,Mentaal herstellen na IC-opname voor patiënten en hun naasten,Tips,"- Stop de gevoelens niet weg. Ga niet piekeren over deze gevoelens. Erken ze, maak er ruimte voor en praat er met anderen over. 
- Hebt u deze gevoelens niet? Dat kan natuurlijk ook: iedereen verwerkt dit op zijn of haar eigen manier. 
- Hoe gaat u normaal om met problemen? Bedenk eens: is uw reactie passend bij uw karakter? Of leert u een nieuwe kant van uzelf kennen? 
- Uit uw gevoelens. U kunt bijvoorbeeld over uw gevoelens praten, schrijven, nadenken tijdens een wandeling of u kunt muziek luisteren die past bij uw stemming op dat moment.",Wat is een goede manier om met mijn gevoelens om te gaan?,"Het is belangrijk om uw gevoelens te uiten. U kunt hierover praten, schrijven, nadenken tijdens een wandeling of muziek luisteren die past bij uw stemming."
301,3.0,Mentaal herstellen na IC-opname voor patiënten en hun naasten,Wat kunt u zelf doen?,"Probeer genoeg rust te nemen en gezond te eten. Deze onzekere periode moet u goed kunnen volhouden. Daarnaast is het belangrijk om te kijken of er mensen in uw omgeving zijn die u, op afstand, kunnen steunen. Slachtofferhulp Nederland en de patiëntenvereniging voor ex-IC-patiënten en hun naasten (FCIC/ IC Connect) nemen een deel van de ondersteuning aan naasten van IC-patiënten over van de ziekenhuizen. U kunt contact opnemen voor emotionele ondersteuning, praktische ondersteuning en advies.",Welke organisaties nemen een deel van de ondersteuning aan naasten van IC-patiënten over van de ziekenhuizen?,Slachtofferhulp Nederland en de patiëntenvereniging voor ex-IC-patiënten en hun naasten (FCIC/ IC Connect) nemen een deel van de ondersteuning aan naasten van IC-patiënten over van de ziekenhuizen.
284,3.0,Moeder-Baby-Unit (MBU),Behandelteam,"Het behandelteam, dat betrokken is bij uw behandeling, bestaat uit: 
- psychiaters 
- arts-assistenten 
- verpleegkundig specialist 
- verpleegkundigen 
- sociaal psychiatrisch verpleegkundige 
- maatschappelijk werk 
- therapeuten, zoals bewegings-, muziek-, beeldend- en activiteitentherapeut 
- lactatiekundige 
- kinderfysiotherapeut 
- logopediste 
- video interactie begeleiding (VIB) maatschappelijk werk (zie bijlage) Indien nodig wordt er nauw samengewerkt met de afdeling kindergeneeskunde.",Welke disciplines maken deel uit van het behandelteam op de Moeder-Baby-Unit?,"Het behandelteam bestaat uit psychiaters, arts-assistenten, verpleegkundig specialisten, verpleegkundigen, sociaal psychiatrisch verpleegkundigen, maatschappelijk werkers, bewegings-, muziek-, beeldend- en activiteitentherapeuten, lactatiekundigen, kinderfysiotherapeuten, logopedisten en video interactie begeleiding maatschappelijk werk."
260,3.0,Ondersteuning en begeleiding van patiënten en hun naasten,"Reanimeren, donorregister",Ook bij de vraag of u wel of niet gereanimeerd wilt worden en ethische en levensbeschouwelijke vragen rondom donorregistratie kan de geestelijk verzorger u ondersteunen.,Wat houdt de ondersteuning en begeleiding van patiënten en hun naasten in?,"Het bieden van ondersteuning en begeleiding aan patiënten en hun naasten omvat onder andere hulp bij reanimatie, donorregistratie en ethische en levensbeschouwelijke vragen."
285,3.0,Opname afdeling psychiatrie,Groepsindeling,Op de afdeling psychiatrie en ouderen psychiatrie zijn zes groepen. U wordt ingedeeld in één van de groepen en ontvangt daarvan het therapieprogramma. Deelname aan het therapieprogramma is onderdeel van de behandeling.,Hoeveel groepen zijn er op de afdeling psychiatrie?,Er zijn zes groepen op de afdeling psychiatrie.
305,3.0,Polikliniek klinische geriatrie,Reguliere polikliniek,"De reguliere polikliniek is voor oudere patiënten bij wie meerdere problemen een rol spelen. Die problemen kunnen zowel lichamelijk, psychisch en/of sociaal zijn. Ook aan uw partner of begeleider wordt gevraagd hoe het met u gaat. Bij voorkeur is uw begeleider iemand die u goed kent en die informatie over u kan geven. Soms blijkt uit de informatie van de huisarts of verwijzend specialist dat er aanvullende onderzoeken nodig zijn. Dit staat in de brief waar de afspraken in staan. Deze onderzoeken zullen voor of na het gesprek met de geriater worden gedaan. Het kan zijn dat er na het gesprek nog ander onderzoek moet gebeuren. Wij proberen om dit op dezelfde dag te laten doen. Als het kan krijgt u op de dag zelf de uitslag van alle onderzoeken. Als dit niet lukt moet u nog een keer terugkomen. U krijgt hier een nieuwe afspraak voor. Hoe lang dit duurt hangt af van de onderzoeken die gedaan worden.",Wie wordt er gevraagd om informatie over u te geven tijdens de reguliere polikliniek?,Bij voorkeur is uw begeleider iemand die u goed kent en die informatie over u kan geven.
296,3.0,Seksuele problemen bij de vrouw,Vergoeding en privacy,"Als u door uw huisarts of behandelend medisch specialist wordt verwezen naar de polikliniek seksuologie, wordt deze zorg op dezelfde manier vergoed als alle andere ziekenhuiszorg. Het gaat wel van uw eigen risico af. Omdat u wordt verwezen door uw huisarts of medisch specialist, is het gebruikelijk om na het eerste consult een brief te sturen aan de verwijzer met een samenvatting van het consult en de te verwachten behandeling. Uiteraard hebt u het recht om dit te weigeren. Als er bepaalde zaken zijn besproken, die u liever niet vermeld ziet in de brief naar de verwijzer, kunt u dat aangeven. Wij houden daar rekening mee. In ZGT worden ook coassistenten opgeleid tot arts. Dat betekent dat u bij ieder bezoek aan een polikliniek in het ziekenhuis een coassistent zou kunnen treffen, zo ook op de polikliniek seksuologie. Omdat het gesprek gaat over een gevoelig onderwerp, namelijk uw seksualiteit, is het invoelbaar als u dit niet op prijs stelt. We vragen altijd eerst aan u of de coassistent bij het gesprek aanwezig mag zijn. Als u dit niet wilt of als u twijfelt, is de coassistent niet bij het consult aanwezig. Alle gesprekken op onze polikliniek zijn vertrouwelijk.",Krijg ik een samenvatting van het consult en de te verwachten behandeling na mijn eerste bezoek aan de polikliniek?,"Ja, na het eerste consult stuurt de polikliniek seksuologie een brief naar uw verwijzer met een samenvatting van het consult en de te verwachten behandeling."
299,3.0,Uw rechten als patiënt,Op welke wijze moet de vertegenwoordiger beslissen?,"De vertegenwoordiger neemt besluiten voor de patiënt op die momenten dat de patiënt dat zelf niet kan. Hij moet dan die beslissingen nemen, die het meest in het belang van de patiënt zijn of zoals hij denkt dat de patiënt zelf zou hebben besloten.",Wanneer neemt de vertegenwoordiger besluiten voor de patiënt?,De vertegenwoordiger neemt besluiten voor de patiënt wanneer de patiënt dat zelf niet kan.
282,3.0,Zwangerschapscontroles,Wie doet de controle?,"Het spreekuur wordt gedaan door de gynaecoloog en de klinisch verloskundige. U wordt dus afwisselend gezien door de gynaecoloog of door de klinische verloskundige. Zo nodig zal de klinisch verloskundige direct overleggen met de gynaecoloog die eindverantwoordelijk is. U wordt in principe toegewezen aan een vast team van 2 gynaecologen en 2 verloskundigen. Indien u een andere gynaecoloog wenst kunt u dit kenbaar maken. Bij extra controles of opname in de zwangerschap ziet u verschillende gynaecologen/klinisch verloskundigen, dit in verband met wisselende diensten.",Wat gebeurt er als u een andere gynaecoloog wenst?,U kunt dit kenbaar maken en toegewezen worden aan een ander team van zorgverleners.
26,31.0,Acupunctuur  (Nocepta),Nacontrole,In overleg met u wordt een afspraak voor de volgende behandeling gepland. Tijdens deze afspraken bespreekt u het resultaat van de behandeling.,Wat is de naam van de behandeling?,De naam van de behandeling is acupunctuur.
457,31.0,"Ontslaginstructie na dagopname, kinderen",Bericht naar de huisarts,Uw huisarts krijgt bericht van de behandelend specialist over de ingreep en behandeling.,Wie ontvangt bericht van de behandelend specialist over de ingreep en behandeling?,De huisarts ontvangt bericht van de behandelend specialist.
460,31.0,Stemspreekuur,Stemspreekuur,Bij dit spreekuur zullen de KNO-arts en de logopedist samen uw klachten nader onderzoeken en beoordelen. Voordeel is dat alle bevindingen meteen naast elkaar worden gelegd en dat er gezamenlijk een vervolgtraject wordt bepaald. Allereerst zult u een korte tekst voor lezen. Hiermee worden de ernst van de aandoening en de kenmerken van de stemkwaliteit bepaald. Vervolgens verricht de KNO-arts stroboscopisch onderzoek. Hierbij wordt een metalen buisje (de scoop) met daarin een camera in de mond gebracht; via lichtpulseringen komt de stembandtrilling vertraagd en duidelijk in beeld. Terwijl u gevraagd wordt enkele tonen te maken wordt er een beeld- en geluidsopname gemaakt. Voor dit onderzoek wordt de keel verdoofd met behulp van een spray.,Wat is het doel van het Stemspreekuur?,Het doel van het Stemspreekuur is om samen met de KNO-arts en de logopedist uw klachten nader te onderzoeken en te beoordelen. Daarna wordt er gezamenlijk een vervolgtraject bepaald.
